clip_id	clip_path	sentence	clip_created_at	clip_is_valid	sentence_id	sentence_source	client_id	zipcode	canton	user_mean_clip_quality	clip_n_votes_correct	clip_n_votes_false	clip_n_times_reported	sentence_n_times_reported	age	gender	duration	user_sentences
4293	f5e86716-e7de-474a-b885-2775776af745/00e414a6c4f2d78f716be7b57b0503ae2d1c3cf4ea95fa16af331ccf6af10712.mp3	Sion gilt als Initiator der Kölsch-Konvention.	2021-05-26 17:00:29	False	00e414a6c4f2d78f716be7b57b0503ae2d1c3cf4ea95fa16af331ccf6af10712	cv_sentences	f5e86716-e7de-474a-b885-2775776af745	6280.0	LU	0.6931	0	0	0	0	twenties	male	1.044	590
33767	40710bf6-7cb2-4cf9-a085-2fd42602ac64/0c13cd2d655754f322551b1c7e475c7d072c80af21bcd2f4d94bf9ea5fc7a01d.mp3	Wenn er seine Karriere statt im Kreml in Tiflis gemacht hätte?	2021-07-11 16:49:58		0c13cd2d655754f322551b1c7e475c7d072c80af21bcd2f4d94bf9ea5fc7a01d	tamedia_sentences	40710bf6-7cb2-4cf9-a085-2fd42602ac64			0.7143	0	0	0	0			5.328	5
2865	68e07a27-93a8-45ca-b6e9-1160d43ff9eb/007ef9aa6b930cc3bc4e5c258fe3cd0d24c2d3c9baaa378ff29906b6a0f8036c.mp3	Zum Quarter gehören auch die Maria Islands.	2021-05-26 08:28:25	False	007ef9aa6b930cc3bc4e5c258fe3cd0d24c2d3c9baaa378ff29906b6a0f8036c	cv_sentences	68e07a27-93a8-45ca-b6e9-1160d43ff9eb			0.0	0	1	0	0			1.044	30
133038	9164bc97-62ef-40fa-bfe6-7e9b931135e9/1017796b91d535c36aa8921b0a212487e7493ca3a057791c2d0079a901ac3e76.mp3	Damit wurden ihm zugleich gewisse staatliche Befugnisse eingeräumt.	2021-08-26 09:34:41		1017796b91d535c36aa8921b0a212487e7493ca3a057791c2d0079a901ac3e76	cv_sentences	9164bc97-62ef-40fa-bfe6-7e9b931135e9	6416.0	SZ	0.5286	0	0	0	0	sixties	female	5.832	2113
25899	cb59f9b2-fc7a-4108-848e-95ea460fe970/0977170d6572d4750ea6f95b022ff3d376baf6aa8eb85fc6e569afc6eeeb9018.mp3	Daran will ich noch weiterarbeiten.	2021-06-26 11:32:51	False	0977170d6572d4750ea6f95b022ff3d376baf6aa8eb85fc6e569afc6eeeb9018	tamedia_sentences	cb59f9b2-fc7a-4108-848e-95ea460fe970			0.0488	0	2	0	0			0.252	20
3806	64fc85c1-5db7-4751-bead-725a6a5aa47c/00afcbda1d25d9b3914b8089bb5322cd367f1c557f67ae34d0621a13e5f30994.mp3	Dann kam die 82. Minute.	2021-05-26 14:37:07	False	00afcbda1d25d9b3914b8089bb5322cd367f1c557f67ae34d0621a13e5f30994	tamedia_sentences	64fc85c1-5db7-4751-bead-725a6a5aa47c				0	0	0	0			1.044	20
6135	5103442b-e921-483e-90f8-90e56b52f924/025214ce914ad5889ee2a400aca4b970577637d46be8bf7accaeb6a49ddd8380.mp3	Die CS nahm 22,5 Mrd. Fr. ein und verdiente daran 3,4 Mrd.	2021-05-28 07:22:14	False	025214ce914ad5889ee2a400aca4b970577637d46be8bf7accaeb6a49ddd8380	tamedia_sentences	5103442b-e921-483e-90f8-90e56b52f924				0	0	0	0			1.044	10
12905	9c2eea5d-b32b-416d-95dd-c558ae2f912e/04c38330114f1c12191b4424b0091d4f0416dac3649ce8ea131ae67c18cbe3ea.mp3	Können sie mir sein Autogramm besorgen?	2021-06-05 14:50:20	False	04c38330114f1c12191b4424b0091d4f0416dac3649ce8ea131ae67c18cbe3ea	tamedia_sentences	9c2eea5d-b32b-416d-95dd-c558ae2f912e			0.7727	1	2	0	0			4.536	20
13946	93370395-e64f-4095-a887-d56ea83b3c21/052bc68a67b460e89ffa9d6b42f2f61faf40e520617db2a1b4e7d81ec6bc007f.mp3	Das ist viel zu komplex.	2021-06-06 20:06:03	False	052bc68a67b460e89ffa9d6b42f2f61faf40e520617db2a1b4e7d81ec6bc007f	tamedia_sentences	93370395-e64f-4095-a887-d56ea83b3c21			0.7	1	2	0	0			4.284	30
4255	f5e86716-e7de-474a-b885-2775776af745/01a35cce8bc08382b39ceb36da24b7636587cd020e92c2190cbeb622b9bf4001.mp3	Und das beste Land für Frauen ist laut der Studie Dänemark.	2021-05-26 16:53:56	False	01a35cce8bc08382b39ceb36da24b7636587cd020e92c2190cbeb622b9bf4001	tamedia_sentences	f5e86716-e7de-474a-b885-2775776af745	6280.0	LU	0.6931	0	0	0	0	twenties	male	1.044	590
101536	9164bc97-62ef-40fa-bfe6-7e9b931135e9/2423aadef641e3fb1fa0d6d46e11e48515764dff8d5b29553db36a01c1649a79.mp3	Ein Busfahrer konnte die Flammen mit einem Feuerlöscher ersticken.	2021-08-16 21:31:57		2423aadef641e3fb1fa0d6d46e11e48515764dff8d5b29553db36a01c1649a79	tamedia_sentences	9164bc97-62ef-40fa-bfe6-7e9b931135e9	6416.0	SZ	0.5286	0	0	0	0	sixties	female	6.48	2113
9909	4b6b76f0-ec02-4101-bb8b-39d5d560c4e5/03b06a5cba4d22fecd93f8bae2de64319ec6910d8fab7e55537ed83fa9da866f.mp3	Vorher war die Funktion nur in der US-englischen Version sichtbar gewesen.	2021-06-02 15:08:19	False	03b06a5cba4d22fecd93f8bae2de64319ec6910d8fab7e55537ed83fa9da866f	tamedia_sentences	4b6b76f0-ec02-4101-bb8b-39d5d560c4e5			0.7727	1	2	0	0			8.64	10
41070	5045b748-5e91-4cae-a7de-7a0c81c29e29/0ec0d398487822ad1d028b4459cb728b96b7cd84c758e30c94d8b748481e5fea.mp3	Von einem wahnsinnigen Verlust könne nun wirklich nicht gesprochen werden.	2021-07-14 19:03:53	False	0ec0d398487822ad1d028b4459cb728b96b7cd84c758e30c94d8b748481e5fea	tamedia_sentences	5045b748-5e91-4cae-a7de-7a0c81c29e29			0.5758	1	2	0	0			5.364	15
144623	9164bc97-62ef-40fa-bfe6-7e9b931135e9/33b2b794309a36503d62a95df2a1d38f57b30ad4ea64ca4b359222651a047c83.mp3	Schäden hat der Leser-Reporter keine zu beklagen.	2021-09-02 09:41:59		33b2b794309a36503d62a95df2a1d38f57b30ad4ea64ca4b359222651a047c83	tamedia_sentences	9164bc97-62ef-40fa-bfe6-7e9b931135e9	6416.0	SZ	0.5286	0	0	0	0	sixties	female	4.824	2113
43568	8a0d8b37-c506-4dec-92bd-21655064ef75/0fecb20d3e03527c917a096249844ea6645bdd5153f760d82b745689baf18ccf.mp3	Dabei wurde er selbst sowie zwei Insassen leicht verletzt.	2021-07-15 18:45:43	False	0fecb20d3e03527c917a096249844ea6645bdd5153f760d82b745689baf18ccf	tamedia_sentences	8a0d8b37-c506-4dec-92bd-21655064ef75	8142.0	ZH	0.8652	0	2	0	0			3.168	49
138599	9164bc97-62ef-40fa-bfe6-7e9b931135e9/31a83e5920954edc2d6ada503a88534dd282322e45a35706cedabdcd7499e8b5.mp3	Die Leute laden Nachbarn oder Freunde zum Essen ein.	2021-08-27 08:35:56		31a83e5920954edc2d6ada503a88534dd282322e45a35706cedabdcd7499e8b5	tamedia_sentences	9164bc97-62ef-40fa-bfe6-7e9b931135e9	6416.0	SZ	0.5286	0	0	0	0	sixties	female	5.112	2113
2571	94a5e846-5836-47bf-9870-1a70938d6164/0111dd4c5bc146ed9be0afb8c33c2fe339a56e574ff5035b9386bbc5c90c1341.mp3	Warum das hier zu erzählen ist?	2021-05-26 05:42:46	False	0111dd4c5bc146ed9be0afb8c33c2fe339a56e574ff5035b9386bbc5c90c1341	tamedia_sentences	94a5e846-5836-47bf-9870-1a70938d6164			0.0	0	1	0	0			1.044	5
1220	ca8f5fa9-3908-4dae-a4f7-e8ef124dacc2/00560183c11eb8d8b56c24ebddb220c232709ad1c5fa489773f32eb1cd907a4c.mp3	Die Reifen sind die Schnittstelle zwischen Fahrzeug und Fahrbahn.	2021-05-25 16:27:08	False	00560183c11eb8d8b56c24ebddb220c232709ad1c5fa489773f32eb1cd907a4c	cv_sentences	ca8f5fa9-3908-4dae-a4f7-e8ef124dacc2	7213.0	GR	0.0	0	2	0	0	thirties	male	1.044	50
814	d2a8712d-5796-44f9-a50a-769500fc3aec/0051afaa5d7e13efb504c4fa1f4a964f156336d1a22aa166b5e20e71a7a584aa.mp3	Das kann nicht geleugnet werden.	2021-05-25 11:26:21	False	0051afaa5d7e13efb504c4fa1f4a964f156336d1a22aa166b5e20e71a7a584aa	cv_sentences	d2a8712d-5796-44f9-a50a-769500fc3aec	8488.0	ZH	0.9283	1	2	0	0	fourties	male	4.14	160
20822	a5a0c88d-8ec3-4e7e-806f-2bce34c317fd/07424ee506837832760b9a23815c3bb65dc25f18538498e9ebb15d907ce0a066.mp3	Leider habe die Stadt diese baulichen Massnahmen aufgeschoben.	2021-06-17 09:24:12	False	07424ee506837832760b9a23815c3bb65dc25f18538498e9ebb15d907ce0a066	tamedia_sentences	a5a0c88d-8ec3-4e7e-806f-2bce34c317fd			0.5652	0	2	0	0			5.256	10
8558	5dc9f3f3-75e1-4c36-859d-68946d3373d0/01176f00f422e03159ef4d6496603ec03ca40431ef4ee20f7d83f5e62ebd29cd.mp3	Ihr Nachlass befindet sich im Thüringischen Staatsarchiv.	2021-06-01 15:46:44	False	01176f00f422e03159ef4d6496603ec03ca40431ef4ee20f7d83f5e62ebd29cd	cv_sentences	5dc9f3f3-75e1-4c36-859d-68946d3373d0	9008.0	SG	0.241	0	2	0	0	twenties	male	0.288	233
86329	9164bc97-62ef-40fa-bfe6-7e9b931135e9/1eaa5f7200f9f55abd275cb92648c5106c09884243499ce7c5cc0bd72d946bc8.mp3	Der Schein sei noch zwei Wochen gültig gewesen.	2021-08-04 15:40:54		1eaa5f7200f9f55abd275cb92648c5106c09884243499ce7c5cc0bd72d946bc8	tamedia_sentences	9164bc97-62ef-40fa-bfe6-7e9b931135e9	6416.0	SZ	0.5286	0	0	0	0	sixties	female	4.608	2113
18694	0af3d221-8285-4288-b1a3-c90c64ad4135/0712cc83a8380f2c5c2319b22805c7ebc0cd03f5b13891b812be93f4ffb4a321.mp3	Hier führt Sie ein Experte durch das Cham-Museum.	2021-06-15 18:59:14	False	0712cc83a8380f2c5c2319b22805c7ebc0cd03f5b13891b812be93f4ffb4a321	tamedia_sentences	0af3d221-8285-4288-b1a3-c90c64ad4135			0.7671	1	2	0	0			5.292	150
663	1dccb71c-86e3-4ac7-86ec-b5bf6f7f5e3c/0017fcf901bf3c4502e2f476074d38c9adf81e74039d3fc44025255ef5ac4089.mp3	In Russland hingegen gab es das nie.	2021-05-25 09:25:08	False	0017fcf901bf3c4502e2f476074d38c9adf81e74039d3fc44025255ef5ac4089	tamedia_sentences	1dccb71c-86e3-4ac7-86ec-b5bf6f7f5e3c			0.0	0	2	0	0			1.044	10
102336	9164bc97-62ef-40fa-bfe6-7e9b931135e9/244546c767bfd60ca6ef5364f3d0e93c6acbea458eea30470c1d6dcb71fc0437.mp3	Wo auf der Welt kann wie gereist werden?	2021-08-17 13:08:25		244546c767bfd60ca6ef5364f3d0e93c6acbea458eea30470c1d6dcb71fc0437	tamedia_sentences	9164bc97-62ef-40fa-bfe6-7e9b931135e9	6416.0	SZ	0.5286	0	0	0	0	sixties	female	5.328	2113
27185	f8d661ec-0ccd-4228-ba49-a1dcd67c44e9/09fc5644c5bf4c9e39dd0b072ab849ff9dedd6774ea5f2712c910381ffc29ab5.mp3	Anfangs sass ich dann da wie betäubt.	2021-07-04 23:04:23	False	09fc5644c5bf4c9e39dd0b072ab849ff9dedd6774ea5f2712c910381ffc29ab5	tamedia_sentences	f8d661ec-0ccd-4228-ba49-a1dcd67c44e9	8620.0	ZH	0.7708	0	2	0	0			5.22	20
65404	07f25422-9d46-42a1-9639-def5d57d9833/172d138b661fda71b87c8c4995fd77fe4f0ce4cab48903e4f0c0b92afbf03a60.mp3	Sie wollen der Initiative mehrheitlich zustimmen.	2021-07-22 17:09:29		172d138b661fda71b87c8c4995fd77fe4f0ce4cab48903e4f0c0b92afbf03a60	tamedia_sentences	07f25422-9d46-42a1-9639-def5d57d9833	8408.0	ZH	0.7885	0	0	0	0	sixties	male	6.516	55
986	e534e348-7976-4e69-a209-cba676a65000/00190757613a1d2c6f49706d3d806f75c5c2cb7d818d3ba6f1a3d0846c87359e.mp3	Doch auch das sei ihm untersagt worden.	2021-05-25 15:08:31	False	00190757613a1d2c6f49706d3d806f75c5c2cb7d818d3ba6f1a3d0846c87359e	tamedia_sentences	e534e348-7976-4e69-a209-cba676a65000			0.0	0	2	0	0			1.044	25
41812	9b71f249-01bc-4d76-aa44-5318a83f0bda/0eee60cfe7f4c11400d82515d969dd7e2f14e495c0a4bf63aa0c6ceaaa2823f5.mp3	Lastwagen hatten darauf eine trockene Schicht aus Staub und Sand hinterlassen.	2021-07-15 08:39:19	False	0eee60cfe7f4c11400d82515d969dd7e2f14e495c0a4bf63aa0c6ceaaa2823f5	tamedia_sentences	9b71f249-01bc-4d76-aa44-5318a83f0bda			0.0	0	2	0	0			6.192	5
3127	df175966-d57f-4e07-9e36-92be15d9a3a1/013170613ea9c510f0aa6b3941eaedeaba5cb4962711aa0c9a01ad28d9ae41ed.mp3	In der Altersklasse unter vierzig Jahren sind Frauen in der Überzahl.	2021-05-26 11:53:14	False	013170613ea9c510f0aa6b3941eaedeaba5cb4962711aa0c9a01ad28d9ae41ed	tamedia_sentences	df175966-d57f-4e07-9e36-92be15d9a3a1			0.0	0	0	0	0			1.044	5
40292	f3b5824e-d79b-4719-a52d-85218636cd28/0e2ddec08897b9281a68ad874446797704b7bcee52731926a79405583662d581.mp3	Er will das System während eines Spiels verändern können.	2021-07-14 10:10:16	False	0e2ddec08897b9281a68ad874446797704b7bcee52731926a79405583662d581	tamedia_sentences	f3b5824e-d79b-4719-a52d-85218636cd28			0.5	0	2	0	0			6.228	5
86258	9164bc97-62ef-40fa-bfe6-7e9b931135e9/1eba82cc689c480a5cc565e32aa1a59d1ab7dec2eef47088c9f64a80b471233f.mp3	Das Happy End aber passiert in der Realität.	2021-08-04 15:10:14		1eba82cc689c480a5cc565e32aa1a59d1ab7dec2eef47088c9f64a80b471233f	tamedia_sentences	9164bc97-62ef-40fa-bfe6-7e9b931135e9	6416.0	SZ	0.5286	0	0	0	0	sixties	female	5.04	2113
54393	72cb7467-c983-45f2-a38c-216d14cef6c0/13dfe47a95fe7eaa0d324cde4fbf94fc0b0b172101410d982cfb9a4d17601be0.mp3	Du hast ein Meeting vereinbart?	2021-07-20 20:10:31		13dfe47a95fe7eaa0d324cde4fbf94fc0b0b172101410d982cfb9a4d17601be0	tamedia_sentences	72cb7467-c983-45f2-a38c-216d14cef6c0	9500.0	SG	0.7273	0	0	0	0			3.348	15
16981	832aeb0b-e612-411f-82e7-236dd9f2c445/06758f2c19b0f4aa1d9fb18b96ee643e385f20543390ad34c17084d223b074ac.mp3	Demnach muss sich die öffentliche Schule religiös neutral verhalten.	2021-06-12 12:39:58	False	06758f2c19b0f4aa1d9fb18b96ee643e385f20543390ad34c17084d223b074ac	tamedia_sentences	832aeb0b-e612-411f-82e7-236dd9f2c445			0.6923	1	2	0	0			6.516	5
99938	9164bc97-62ef-40fa-bfe6-7e9b931135e9/23300aa1bb3488e2aaf394c81dcf14553782775e90526eadd2f98deb06f36e4e.mp3	Neun weitere Personen wurden verletzt.	2021-08-15 20:38:44		23300aa1bb3488e2aaf394c81dcf14553782775e90526eadd2f98deb06f36e4e	tamedia_sentences	9164bc97-62ef-40fa-bfe6-7e9b931135e9	6416.0	SZ	0.5286	0	0	0	0	sixties	female	5.112	2113
10584	4a90d235-4e93-45c4-aef7-6cc9c98d25f8/03b687be7aff7613e58311c518a83caa495de6539745977c37246f8e6ae83de8.mp3	Die Migros-Gruppe selbst wolle ihren strategischen Fokus schärfen.	2021-06-02 20:00:29		03b687be7aff7613e58311c518a83caa495de6539745977c37246f8e6ae83de8	tamedia_sentences	4a90d235-4e93-45c4-aef7-6cc9c98d25f8			0.65	0	0	0	0			5.148	10
39205	d748c007-f538-4507-bfb8-43b3c249f11d/0e667824507b94e646125c0063fd43bf1ae537b881eaa8fe1090b0e268d54ee4.mp3	Der Junge auf dem Transparent starb mit 15 Jahren.	2021-07-13 18:40:42	False	0e667824507b94e646125c0063fd43bf1ae537b881eaa8fe1090b0e268d54ee4	tamedia_sentences	d748c007-f538-4507-bfb8-43b3c249f11d			0.2778	1	2	0	0			5.688	15
4671	f5f8a65a-40d0-4789-89b4-31bbc324587c/01c385711a09b84a5ef5cdad970ac1fa2f50f1bd9a67d52426294b9323b2b775.mp3	Dann ruhte die Sache fast zehn Jahre lang.	2021-05-26 19:02:15	False	01c385711a09b84a5ef5cdad970ac1fa2f50f1bd9a67d52426294b9323b2b775	tamedia_sentences	f5f8a65a-40d0-4789-89b4-31bbc324587c			0.7255	1	2	0	0			4.536	60
138690	9164bc97-62ef-40fa-bfe6-7e9b931135e9/31c084c67cd0641c0c94c90290076c65b9e30bee76983ad268c67db1f19209d7.mp3	Dies bedeute einen Anstieg um 17 Prozent.	2021-08-27 08:47:42		31c084c67cd0641c0c94c90290076c65b9e30bee76983ad268c67db1f19209d7	tamedia_sentences	9164bc97-62ef-40fa-bfe6-7e9b931135e9	6416.0	SZ	0.5286	0	0	0	0	sixties	female	4.176	2113
31929	a34eb46c-9423-4fe6-9197-146ad287e415/03869816301daa37728b246a37554abaaddcf2748a32aeca41b25571fee40986.mp3	Gleichzeitig will ein Handwerker sein Werkzeug gegen Fleisch eintauschen.	2021-07-11 08:01:17	False	03869816301daa37728b246a37554abaaddcf2748a32aeca41b25571fee40986	cv_sentences	a34eb46c-9423-4fe6-9197-146ad287e415			0.8529	1	2	0	0			9.36	15
55066	928e894f-2bb0-436e-80f5-e1e89f0a070a/13dd77b13498e454a1230540439d3f316db92e64fa5149673307595346eab58c.mp3	Dieses Gremium vertritt die Interessen der Athleten gegenüber dem IOC.	2021-07-21 07:21:08		13dd77b13498e454a1230540439d3f316db92e64fa5149673307595346eab58c	tamedia_sentences	928e894f-2bb0-436e-80f5-e1e89f0a070a	9320.0	TG	0.6667	0	0	0	0			7.38	10
1347	b6682864-62b2-45d2-b718-702cbd6639eb/0048689388f0fdb4589ba409e5d99238126827a5bd5f4bbaefab737350bd1d5f.mp3	Mit der Pensionierung fällt dies alles auf einen Schlag weg.	2021-05-25 17:24:02	False	0048689388f0fdb4589ba409e5d99238126827a5bd5f4bbaefab737350bd1d5f	tamedia_sentences	b6682864-62b2-45d2-b718-702cbd6639eb			0.0	0	2	0	0			1.044	5
4260	e6a57259-8226-4972-b39a-b75a2f711d7f/016fc67aa55ec2b02b4d7eb105d365824a5f92247208557f8d2f79a8068adaae.mp3	Unter anderem sollten alle politischen Gefangenen freigelassen werden.	2021-05-26 16:54:44	False	016fc67aa55ec2b02b4d7eb105d365824a5f92247208557f8d2f79a8068adaae	tamedia_sentences	e6a57259-8226-4972-b39a-b75a2f711d7f				0	0	0	0			1.044	15
6048	8a8248d1-79e0-427a-8e1e-6c857bddf60b/00e0cca9d4ddae52ca155d43f1ad74e67433f4c13c069e3759e029fb381831c1.mp3	Die übliche Vermehrung erfolgt aus den Samen.	2021-05-27 21:53:40	False	00e0cca9d4ddae52ca155d43f1ad74e67433f4c13c069e3759e029fb381831c1	cv_sentences	8a8248d1-79e0-427a-8e1e-6c857bddf60b				0	0	0	0			1.044	25
76450	462b0fe5-6d18-46d9-a2f6-ad85e148f830/1af258ebf48cd729e8dcafb12f6c1aab09acbab6c0ab3a866634d06536f4b4d5.mp3	Und in seinen 33 Playoff-Partien gelangen ihm nur fünf Treffer.	2021-07-28 13:46:34		1af258ebf48cd729e8dcafb12f6c1aab09acbab6c0ab3a866634d06536f4b4d5	tamedia_sentences	462b0fe5-6d18-46d9-a2f6-ad85e148f830	7260.0	GR	0.7241	0	0	0	0	twenties	female	5.04	299
102626	9164bc97-62ef-40fa-bfe6-7e9b931135e9/23ecd297a8d7ac764dfa32d9595e5695c3fae86bb1274ea3ef9239dea0644c99.mp3	Panik ist ein schlechter Ratgeber.	2021-08-17 14:03:53		23ecd297a8d7ac764dfa32d9595e5695c3fae86bb1274ea3ef9239dea0644c99	tamedia_sentences	9164bc97-62ef-40fa-bfe6-7e9b931135e9	6416.0	SZ	0.5286	0	0	0	0	sixties	female	4.032	2113
3056	b7c91672-150d-4084-ae5a-a14b6e0365bb/013d24fa676b2392b6ed70008945acbd5ad4f0a4274a4564f57837745e16b491.mp3	Die Sache würde um sich greifen.	2021-05-26 11:07:24	False	013d24fa676b2392b6ed70008945acbd5ad4f0a4274a4564f57837745e16b491	tamedia_sentences	b7c91672-150d-4084-ae5a-a14b6e0365bb	2503.0	BE	0.0247	0	2	0	0	sixties	female	1.044	480
34272	51512b24-3b07-4e3a-b49c-a2bc738d8a39/0c9a0a10faa3fb072ab8ca1620bfbfb774a5667b0b45a7eef183ff2d4b5c1f18.mp3	In beiden Fällen wurde die Unterstützung der Zeitung zufolge abgelehnt.	2021-07-11 18:23:43	False	0c9a0a10faa3fb072ab8ca1620bfbfb774a5667b0b45a7eef183ff2d4b5c1f18	tamedia_sentences	51512b24-3b07-4e3a-b49c-a2bc738d8a39			0.5455	0	2	0	0			6.768	15
11482	9164bc97-62ef-40fa-bfe6-7e9b931135e9/03b867935764ea454ceeb6e45e6b442dc25a463f7252acec75f0aca5cb5850b5.mp3	Das Hochdeutsch dient der gegenseitigen Verständigung.	2021-06-03 15:56:12	False	03b867935764ea454ceeb6e45e6b442dc25a463f7252acec75f0aca5cb5850b5	tamedia_sentences	9164bc97-62ef-40fa-bfe6-7e9b931135e9	6416.0	SZ	0.5286	0	2	0	0			4.716	2113
5809	428124e3-930d-4fde-ac15-61f551f85915/02269d3caad34e0b444a80ab13ef0d6a506cf3ccdc665d6065b24c4b7af03738.mp3	Trotzdem habe ich Mitleid mit dieser Generation.	2021-05-27 15:27:46	False	02269d3caad34e0b444a80ab13ef0d6a506cf3ccdc665d6065b24c4b7af03738	tamedia_sentences	428124e3-930d-4fde-ac15-61f551f85915				0	0	0	0			1.044	10
123749	9164bc97-62ef-40fa-bfe6-7e9b931135e9/2bfe6ddd4fd9f1ea560305647eebede18099092aaa696aa089adb32689eafe56.mp3	Der Mann war allein unterwegs.	2021-08-24 12:51:29		2bfe6ddd4fd9f1ea560305647eebede18099092aaa696aa089adb32689eafe56	tamedia_sentences	9164bc97-62ef-40fa-bfe6-7e9b931135e9	6416.0	SZ	0.5286	0	0	0	0	sixties	female	4.068	2113
123768	9164bc97-62ef-40fa-bfe6-7e9b931135e9/2c557a34be3f1e30d3b0022417e991c67f39cd95ba106855055e24bac27f345e.mp3	Seine Anwälte wollen ebenfalls in Berufung gehen.	2021-08-24 12:55:54		2c557a34be3f1e30d3b0022417e991c67f39cd95ba106855055e24bac27f345e	tamedia_sentences	9164bc97-62ef-40fa-bfe6-7e9b931135e9	6416.0	SZ	0.5286	0	0	0	0	sixties	female	5.004	2113
51992	5d42db85-f4a9-45fe-acd7-1e251aa38b8a/1303cb1d46707a06017da5badaf1230e859f9caac6047e481fc1c055018dfe8a.mp3	Es ist der grösste der Welt.	2021-07-18 20:01:17	False	1303cb1d46707a06017da5badaf1230e859f9caac6047e481fc1c055018dfe8a	tamedia_sentences	5d42db85-f4a9-45fe-acd7-1e251aa38b8a			0.6667	1	2	0	0			6.588	5
3104	780d0fa7-e0b4-4bee-8cbb-575849cee5a5/01254d39b61c6d18ce1ef8f8cd1518fcfd539559a977951f1a79772d8703b288.mp3	Die Zuständigen sind sich des Problems bewusst.	2021-05-26 11:35:20	False	01254d39b61c6d18ce1ef8f8cd1518fcfd539559a977951f1a79772d8703b288	tamedia_sentences	780d0fa7-e0b4-4bee-8cbb-575849cee5a5	2505.0	BE	0.0	0	0	0	0	sixties	female	1.044	20
38435	7b826914-1935-41e7-8f41-63ede034c39f/0e1b056966aad3587f63d14ac6e9c49b504126cfe5b7859427e43bd7a8198824.mp3	Damit macht der Konzern Boden auf den grösseren Konkurrenten TUI gut.	2021-07-13 10:12:49	False	0e1b056966aad3587f63d14ac6e9c49b504126cfe5b7859427e43bd7a8198824	tamedia_sentences	7b826914-1935-41e7-8f41-63ede034c39f	8500.0	TG	0.8333	0	2	0	0	thirties	male	9.036	55
21775	493660be-f1a0-47a9-ad55-0bb936e25b1d/07e343cbf336ce178b37389f08b7c07ad12ad904ff189811bb60523f10853cbe.mp3	Mit der Freundschaft dürfte es dann vorbei sein.	2021-06-20 19:33:52	False	07e343cbf336ce178b37389f08b7c07ad12ad904ff189811bb60523f10853cbe	tamedia_sentences	493660be-f1a0-47a9-ad55-0bb936e25b1d			0.6667	0	2	0	0			3.78	5
4775	b705c088-b14c-42b1-8cea-cf97998b7210/01ca49eddd4fa530a9263d1192c40119fb545b3e63102e02b943d7036c80213f.mp3	Diese Dino- und Mond-Wagen werden ebenfalls umgebaut.	2021-05-26 20:45:02	False	01ca49eddd4fa530a9263d1192c40119fb545b3e63102e02b943d7036c80213f	tamedia_sentences	b705c088-b14c-42b1-8cea-cf97998b7210				0	0	0	0			1.008	20
27637	000e420a-a5f6-48ea-982b-ee17e7a89100/0a3870b42ed60c8930c094c9cd0aeb25ef5b8962af3ac819bf6624e6f173b17f.mp3	Da kann das Selbstbewusstsein schon mal überlaufen.	2021-07-06 04:42:24	False	0a3870b42ed60c8930c094c9cd0aeb25ef5b8962af3ac819bf6624e6f173b17f	tamedia_sentences	000e420a-a5f6-48ea-982b-ee17e7a89100			0.7258	0	2	0	0			4.572	29
25851	a2863b34-75e7-4181-9db5-e3a1a97514b9/0999677a7c96bb8c02d85497e495df078e04cd0f37033e3894d116e672b3b467.mp3	Putin hat von Beginn an alle wichtigen Positionen mit Vertrauten besetzt.	2021-06-26 09:49:46	False	0999677a7c96bb8c02d85497e495df078e04cd0f37033e3894d116e672b3b467	tamedia_sentences	a2863b34-75e7-4181-9db5-e3a1a97514b9	8400.0	ZH	0.9118	0	2	0	0			7.2	324
146143	971d2271-1c84-44ba-9488-150a523244b8/1116e54dc8ead48ebaf75d14c2d61543ed4ba05cf42ff436c8b5d8410375b4a5.mp3	Minute erneut für Timo Heinze zum Einsatz kam.	2021-09-23 17:32:06		1116e54dc8ead48ebaf75d14c2d61543ed4ba05cf42ff436c8b5d8410375b4a5	cv_sentences	971d2271-1c84-44ba-9488-150a523244b8				0	0	0	0			0.288	24
42151	8b621b5b-9a3a-4179-969e-040ba1e401b3/0f8d51f214e32f63929cb28962f5acc87e3824e2e89fc8818fd28c83ec361b8c.mp3	Die anderen Beauty-Produkte werden erst im Frühling folgen.	2021-07-15 11:58:54	False	0f8d51f214e32f63929cb28962f5acc87e3824e2e89fc8818fd28c83ec361b8c	tamedia_sentences	8b621b5b-9a3a-4179-969e-040ba1e401b3	9010.0	SG	0.9204	1	2	0	0			4.068	155
54330	72cb7467-c983-45f2-a38c-216d14cef6c0/13d9fbbeb76ee1bc714cbe4223ac4dad74febc1d885d7548079c319c419e8334.mp3	Dabei sei er schwer verletzt worden.	2021-07-20 20:05:59	False	13d9fbbeb76ee1bc714cbe4223ac4dad74febc1d885d7548079c319c419e8334	tamedia_sentences	72cb7467-c983-45f2-a38c-216d14cef6c0	9500.0	SG	0.7273	1	2	0	0			4.284	15
18077	73783442-a496-453e-a0ab-9e919ff0e9c1/01d9e47d5e8ea53a4cf476015f20db9518dad7c60af23e025529602b844183c7.mp3	Frauen und Mädchen hatten bei diesen Partien keinen Zutritt.	2021-06-15 14:18:51	False	01d9e47d5e8ea53a4cf476015f20db9518dad7c60af23e025529602b844183c7	cv_sentences	73783442-a496-453e-a0ab-9e919ff0e9c1			0.9048	1	2	0	0			7.056	10
