path	duration	sentence	sentence_source	client_id	dialect_region	canton	zipcode	age	gender	length	trim_time	clip_is_usable	drop_reason	whisper_large_v2_transcript	is_praeteritum
datasets/STT4SG-350 v2.1/clips__train_valid-001/a0e1d925-5bcf-44e5-9c8d-eec4533e6172/dee34dca08cf83322cac92218dbdaf69ae31ac005340662a13a8191468d39ee3.flac	4.096009070294785	Der neue Trainer wird aber wohl auch noch Wünsche haben?	news	a0e1d925-5bcf-44e5-9c8d-eec4533e6172	Wallis	VS	3914.0	twenties	female	3508	588	True	 	Der Neutrainer wird aber wohl auch noch einen Wunsch haben.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/3fb41d2d-56cf-4884-a326-742414d7ba40/b9e8bf14c820407705d5419df142b00e5670f7d310056af7b7f66763ec52ec9e.flac	4.551111111111111	Voraussichtlich dauern die Bauarbeiten noch bis Anfang September.	news	3fb41d2d-56cf-4884-a326-742414d7ba40	Wallis	VS	3995.0	twenties	female	4344	207	True	 	Vorsichtig durch die Bauarbeiten und bis Anfang September!	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/edf07d66-434b-4990-99f7-db0db5cdfb15/d99ae2e907650517579aaa59f8d335a64d65cd1c039b7263d9b3165faa8402b3.flac	12.62934240362812	Wir möchten es ausweiten, freier sein und verschiedene Standorte, welche den Moment aktuell machen, zur Verfügung stellen.	parliament	edf07d66-434b-4990-99f7-db0db5cdfb15	Wallis	VS	3998.0	seventies	male	10761	1868	True	 	Wir möchten es ausweiten, freier sein und verschiedene Standorte, die den Moment aktuell machen, zur Verfügung stellen.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/0eb82a8e-74e1-4b85-8f06-7983eeafaaab/5324fedbd576a76f1f2e0d52c6918f236f06c070671084457505b88907a18a55.flac	3.715192743764173	Um nicht an Eishockey zu denken.	news	0eb82a8e-74e1-4b85-8f06-7983eeafaaab	Wallis	VS	3900.0	thirties	female	2996	719	True	 	um nicht ans Hockeitstein zu kommen.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/357c116f-af09-4111-a329-19931ae73559/44c20bc54628a2a411606887c6bad611699a7ef8656c6b8d8a6ac0d5cd542260.flac	3.669342403628118	Damit ist ab dem 12. Dezember Schluss.	news	357c116f-af09-4111-a329-19931ae73559	Wallis	VS	3902.0	fourties	female	3170	499	True	 	Mit dem ist aber am 12. Dezember Schluss.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/016a7fa4-fcf6-4053-b4f4-9a65b2b63740/4f7b072830d9b685d04c2c8045f5fc308a31a3c639bae0c18e1df5246cb3bba3.flac	8.106666666666667	Das Gericht hat alle vier mutmassliche Schlepper in Untersuchungshaft genommen.	news	016a7fa4-fcf6-4053-b4f4-9a65b2b63740	Wallis	VS	3938.0	seventies	male	5232	2875	True	 	Das Gericht hat alle vier Mythen zur Verschleppung in Erzügenshaft genommen.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/0a9febf9-5baf-4bdd-8119-04720899d311/976bbfb468c41eac8e8217f757e1a5c8b6d98899bb87dc6d0f477d747b5c9305.flac	3.0650340136054424	Mir war nicht um rote Lippen.	news	0a9febf9-5baf-4bdd-8119-04720899d311	Wallis	VS	3930.0	twenties	female	2726	339	True	 	Mir war nicht um die rote Lippe.	True
datasets/STT4SG-350 v2.1/clips__train_valid-001/2d369aa5-8c75-42e6-a10d-a6fc7475ad42/7423e4b1135d76119024363beb57c9cd8611eed3b90f3f4e8a74fb07c0ce965d.flac	5.201269841269841	Allerdings werde sie das nicht via Medien tun.	news	2d369aa5-8c75-42e6-a10d-a6fc7475ad42	Wallis	VS	3940.0	teens	male	4293	908	True	 	Allerdings warte sie das nicht via Mediatür.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/5cfb8dc6-2b83-4828-aa9d-dec9e9c441f2/5e0d569ec98b539ffa82c09875576967bada1345005004e7fe74a073b4af7e59.flac	3.071995464852608	Was kümmert sie da eine Verhaftung?	news	5cfb8dc6-2b83-4828-aa9d-dec9e9c441f2	Wallis	VS	3907.0	thirties	female	2863	209	True	 	Jetzt können wir den hier einverhäuftigen.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/863b7273-5436-4ec7-b9a2-6176c5f5418d/4b554096f235eca50f22d60b780cf966b7c3b57a7b4ff72cf4623769fc298ed5.flac	4.778662131519274	Die dortige Regierung erlaubt diese nicht mehr.	news	863b7273-5436-4ec7-b9a2-6176c5f5418d	Wallis	VS	3902.0	sixties	female	4020	759	True	 	Die dasige Reagierung erläutert das nicht mehr.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/d844763d-6d62-400f-a523-db8ed2ffd8ce/c346800e81dd2d34e4975539ab55d320cf2a7464d857c706f784612698e36c60.flac	4.608004535147392	Das komme mit der Erklärung zum Ausdruck.	news	d844763d-6d62-400f-a523-db8ed2ffd8ce	Wallis	VS	3900.0	teens	female	3406	1202	True	 	Das käme mit der Erklärung zum Ausdruck.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/f40066d9-db50-4c07-bf5e-d564cc9de572/c471eac38e4e23bd65d836df39040def701a6d04d70ed7b6c9b0e82dab7c8a3a.flac	3.328004535147392	Die zweite Lesung findet in vier Wochen statt.	news	f40066d9-db50-4c07-bf5e-d564cc9de572	Wallis	VS	3903.0	twenties	female	3081	247	True	 	Die zweite Lesung findet in vier Wochen statt.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/02aabf72-6c13-42aa-a20e-efc4b0650657/41b3138a0a1d8ed01d5a447a480dc1a05aed9c916f4de64ab9185ba931f04ae1.flac	5.294149659863946	Schon heute würden Taxifahrer praktisch nichts verdienen.	news	02aabf72-6c13-42aa-a20e-efc4b0650657	Wallis	VS	3904.0	thirties	female	4945	349	True	 	Schon heute werden die Taxifahrer praktisch nichts verdienen.	True
datasets/STT4SG-350 v2.1/clips__train_valid-001/5cfb8dc6-2b83-4828-aa9d-dec9e9c441f2/5f2302d0c864cf35e72cee9b3918f7568ed42aebfd874b17c7860e39f10a8f99.flac	3.328004535147392	Beim Kanton ergibt sich ein ähnliches Bild.	news	5cfb8dc6-2b83-4828-aa9d-dec9e9c441f2	Wallis	VS	3907.0	thirties	female	3119	209	True	 	Der Konton ergibt sich ein ähnliches Bild.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/6a4aa5d6-1f16-4560-8276-27b5168fac4f/ecc0abd8adf4ce5efd5889e9c4ea3629c60634e5c9c0c7c0cc77aa6759bec9e5.flac	3.5839909297052155	Hast du einen Rat für Nina?	news	6a4aa5d6-1f16-4560-8276-27b5168fac4f	Wallis	VS	3930.0	sixties	male	2569	1015	True	 	Hast du einen Rat für Nina?	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/7b009b41-3f12-4757-944d-a12e4d33fba1/a977888ad8294b8047412e74899ff39309616a2788f468a03dcdaf9ed45a24af.flac	4.266666666666667	Glaubt das Bundesamt für Verkehr an den neuen Zeitplan?	news	7b009b41-3f12-4757-944d-a12e4d33fba1	Wallis	VS	3952.0	twenties	female	4208	59	True	 	Gäbe es Bohnen, die für den Verkehr an- und ausziehen würden?	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/936086ed-dd12-417a-a24b-a117c66fff18/710a1f763531000dd78c6154fc9f9bd453ea8568fd385a2780daad1af15d7edf.flac	5.802675736961452	Dann sind alle unsere Kraftwerke wieder konkurrenzfähig.	news	936086ed-dd12-417a-a24b-a117c66fff18	Wallis	VS	3943.0	twenties	male	4481	1322	True	 	Es sind alle unsere Kraftwerke wieder konkurrenzfähig.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/2d369aa5-8c75-42e6-a10d-a6fc7475ad42/792478dfd7f293d7929251375a6768987a15df35ada9f51110972476b8d64473.flac	3.84	Inzwischen habe sich die Lage aber wieder entspannt.	news	2d369aa5-8c75-42e6-a10d-a6fc7475ad42	Wallis	VS	3940.0	teens	male	3648	192	True	 	Inzwischen hänge ich die Lage aber wieder entspannt.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/04a5d52f-6597-4031-844a-3208e716e2e0/7fd31cf37839cd3feb07495bd6a156573464f4cb35556cf4f4cf4780d2b25c79.flac	4.096009070294785	Kollegen hätten ihm ein Bild des Unfalls geschickt.	news	04a5d52f-6597-4031-844a-3208e716e2e0	Wallis	VS	3937.0	thirties	male	3781	315	True	 	Ein Kollege hat ihm ein Bild vom Unfall geschickt.	True
datasets/STT4SG-350 v2.1/clips__train_valid-001/0faf9f4b-1312-4c99-a361-62b7c8c7edc1/2e5c1b675c06626ad90f4b9edfbe0ceada034d5f8f6607a9b197ad95ce92986e.flac	6.997324263038549	Vergangenes Jahr war der Welthandel um 12,2 Prozent eingebrochen.	news	0faf9f4b-1312-4c99-a361-62b7c8c7edc1	Wallis	VS	3946.0	fifties	female	5658	1339	True	 	Letztes Jahr ist der Welthandel um 12,2% eingebrochen.	True
datasets/STT4SG-350 v2.1/clips__train_valid-001/2bbca7f3-ce8e-41ea-9f2c-d1cd0a1f2a80/c9e8f28ba41052e6acba471d1b029d1e705d959ba511f137bf5444f1d71d1c9b.flac	4.693333333333333	Der Abend danach ist der Wut gewidmet.	news	2bbca7f3-ce8e-41ea-9f2c-d1cd0a1f2a80	Wallis	VS	3900.0	teens	male	3354	1339	True	 	Der Abend der Neuesten wird gewidmet.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/d57174ae-4124-4c47-8593-547c02af4ca8/ca5bd781baccb96dc417f6637801a4e83b55b59fdd86d04436fe3d4d581bec32.flac	5.205328798185941	Er wurde an einem internen Anlass der Bahn vorgestellt.	news	d57174ae-4124-4c47-8593-547c02af4ca8	Wallis	VS	3938.0	fourties	male	4788	417	True	 	Er ist an einem internen Anlass von der Bahn vorgestellt gekommen.	True
datasets/STT4SG-350 v2.1/clips__train_valid-001/0eb82a8e-74e1-4b85-8f06-7983eeafaaab/5700ce125366276416753b568d27333da4b82b1a80d7d0ca52236acf91a85261.flac	3.3436734693877552	Ich nehme einfach Schritt für Schritt.	news	0eb82a8e-74e1-4b85-8f06-7983eeafaaab	Wallis	VS	3900.0	thirties	female	2979	365	True	 	Ich nehme einfach Schritt für Schritt.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/0faf9f4b-1312-4c99-a361-62b7c8c7edc1/4add5817aaabb80458719ec7938f4ddd41dd2d7a917691f9cb62136f3e8c651e.flac	5.015510204081632	Nun ist meine Motivation aber enorm.	news	0faf9f4b-1312-4c99-a361-62b7c8c7edc1	Wallis	VS	3946.0	fifties	female	4552	464	True	 	Jetzt ist aber meine Motivation extrem.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/f76fbef7-71b9-49e5-a7ef-8f045a4842ef/5b04d11fa1d0777ff7e14931c329414658f854c95a9fb510b4dff5f5179cfbae.flac	5.205328798185941	Die Schweiz hat mit ihrer direkten Demokratie ein starkes Gegengewicht.	news	f76fbef7-71b9-49e5-a7ef-8f045a4842ef	Wallis	VS	3953.0	twenties	female	5201	4	True	 	Die Schweiz hat mit ihrer Direktdemokratie ein starkes Gegengewicht.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/4da0b8c8-6fc0-4b32-a2df-abcbba55f2dd/89d95855617b384089a4a277a210bdc45fbf0f9824456921c55ca7d4c10583d9.flac	7.509342403628118	Die Frauen sollen zusammen mit Thorsten W. einen Sex-Zirkel gebildet haben.	news	4da0b8c8-6fc0-4b32-a2df-abcbba55f2dd	Wallis	VS	3985.0	teens	female	5197	2312	True	 	Die Frauen sollen zusammen mit dem Thorsten W. einen Sextirkel gebildet haben.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/0a9febf9-5baf-4bdd-8119-04720899d311/9a00a87819ebd7c087fe4be701c7c10c22468fdc7fadecfe0453c10b5cbc8f2f.flac	4.458231292517007	Unsere Techniker konnten die Störung inzwischen beheben.	news	0a9febf9-5baf-4bdd-8119-04720899d311	Wallis	VS	3930.0	twenties	female	4348	110	True	 	Welche Techniker konnten die Störung inzwischen behalten?	True
datasets/STT4SG-350 v2.1/clips__train_valid-001/016a7fa4-fcf6-4053-b4f4-9a65b2b63740/662e6ed5952859aa785f5e0b301b39fad0fe6b2c0af4ada7b21f0ead2bfd08bb.flac	6.656009070294784	Über Identität und Motiv der Entführer ist nichts bekannt.	news	016a7fa4-fcf6-4053-b4f4-9a65b2b63740	Wallis	VS	3938.0	seventies	male	5931	725	True	 	Über die Identität und Motiv von der Entführer ist nichts bekannt.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/7b009b41-3f12-4757-944d-a12e4d33fba1/a9c3f43d368235016a420b8943dcf4d487709cbeb291457d0a7f25d779b3edfd.flac	4.010657596371882	Das Bild des Unfalls gibt einige Rätsel auf.	news	7b009b41-3f12-4757-944d-a12e4d33fba1	Wallis	VS	3952.0	twenties	female	3747	264	True	 	Spätsommern, Vorhinein, Gerad, See, Frühjahr	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/a0e1d925-5bcf-44e5-9c8d-eec4533e6172/d22e46d3d60c3a466799fbae6f662d52e79f15f11529d2fc305195dc33ef9b9e.flac	4.266666666666667	In der Geschäftsleitung gibt es allerdings Nachholbedarf.	news	a0e1d925-5bcf-44e5-9c8d-eec4533e6172	Wallis	VS	3914.0	twenties	female	3901	366	True	 	In der Geschäftsleitung gibt es allerdings Nachholbedarf.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/94043fb2-e16d-43ed-afc2-c82e2dcb19bb/9fc35c788c43153b989ab2783811287f193bb3fdbcef741377b4899dfa727c01.flac	5.205328798185941	Das teilte die Polizei in Husum am Montag mit.	news	94043fb2-e16d-43ed-afc2-c82e2dcb19bb	Wallis	VS	3922.0	twenties	male	4621	584	True	 	Das hat die Polizei in Husum am Montag mitgeteilt.	True
datasets/STT4SG-350 v2.1/clips__train_valid-001/4da0b8c8-6fc0-4b32-a2df-abcbba55f2dd/9b4380121a587da9a8547f0bcb5384a48bb476a5f5ad80bacf65353412ec64e0.flac	5.802675736961452	Positives und Negatives halte sich etwa die Waage.	news	4da0b8c8-6fc0-4b32-a2df-abcbba55f2dd	Wallis	VS	3985.0	teens	female	4378	1425	True	 	Positives und negatives. Haltige Schicht circa die Waage.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/f76fbef7-71b9-49e5-a7ef-8f045a4842ef/5c19981ed5e6d33cb2dd02b32ee5b6814ee53027e38d611a9085670df51831bd.flac	4.778662131519274	Sie blieben über das Internet in Kontakt und reisten zusammen.	news	f76fbef7-71b9-49e5-a7ef-8f045a4842ef	Wallis	VS	3953.0	twenties	female	4825	0	True	 	Sie sind über das Internet in Kontakt geblieben und sind zusammen gereist.	True
datasets/STT4SG-350 v2.1/clips__train_valid-001/02aabf72-6c13-42aa-a20e-efc4b0650657/6086c1b0b020d37598f51f0fa2fbb565fd38e325e5adb81ad6266d8c24116134.flac	6.501587301587302	Von seinen 19 Kämpfen hat er deren 12 gewonnen.	news	02aabf72-6c13-42aa-a20e-efc4b0650657	Wallis	VS	3904.0	thirties	female	6088	414	True	 	Vor seinen 9. Kampf hat er 12 gewonnen.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/04a5d52f-6597-4031-844a-3208e716e2e0/998093f98d9d689365873243d7a7b7fbfe793197e0148232d61320d28da246be.flac	5.205328798185941	Weil sie uns so unfassbar erscheint wie der Untergang der Titanic.	news	04a5d52f-6597-4031-844a-3208e716e2e0	Wallis	VS	3937.0	thirties	male	4382	823	True	 	weil sie so unfassbar erschienen wie der Untergang der Titanic.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/0eb82a8e-74e1-4b85-8f06-7983eeafaaab/56e21fa68303aa430db8af1dcbb94131e8504e63a886667b10d1f15ace75068d.flac	4.551111111111111	Alle Klassenkameraden wurden bereits von der Kripo befragt.	news	0eb82a8e-74e1-4b85-8f06-7983eeafaaab	Wallis	VS	3900.0	thirties	female	4583	0	True	 	Alle Klassenkameraden wurden schon von der Kripo befragt.	True
datasets/STT4SG-350 v2.1/clips__train_valid-001/b05249f9-f926-40e5-a2f7-599336e4c890/eb679d7859c23a62039393abc653e58f68202233be555042fd371c74b73699bc.flac	6.997324263038549	Man versuche auch mit der Weltgesundheitsorganisation WHO bestmögliche Gerechtigkeit zu erreichen.	news	b05249f9-f926-40e5-a2f7-599336e4c890	Wallis	VS	3900.0	sixties	male	6174	823	True	 	Wir versuchen mit der Weltgesundheitsorganisation WHO bestmögliche Gerechtigkeit zu erreichen.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/863b7273-5436-4ec7-b9a2-6176c5f5418d/4beb8088a54c6c4829791e7090150791d9a1ecdd2c422325490f02fbb8f4d41e.flac	7.168004535147392	Damit wäre Griechenland von der Liquidität abgeschnitten und pleite.	news	863b7273-5436-4ec7-b9a2-6176c5f5418d	Wallis	VS	3902.0	sixties	female	5829	1339	True	 	Die Armung wäre in Griechenland von der Liquidität abgeschnitten und pleite.	True
datasets/STT4SG-350 v2.1/clips__train_valid-001/4da0b8c8-6fc0-4b32-a2df-abcbba55f2dd/c8dfae2ddbf51330aa30872510d2b73e3a76cbe4dbd62729653c0ce4a0a3e04b.flac	9.130657596371885	Sie schafft das Break zum 1:0.- 30:40.	news	4da0b8c8-6fc0-4b32-a2df-abcbba55f2dd	Wallis	VS	3985.0	teens	female	7965	1166	True	 	Sie schafft das Break von 1 zu 0 bis 30 zu 40.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/f40066d9-db50-4c07-bf5e-d564cc9de572/c273a4e433d147d85b228cf05d5da23bdd2cd4cd7418141df7f2addfd764e9c1.flac	4.351995464852608	Die Publikation von amtlichen Mitteilungen ist eine gesetzliche Aufgabe.	news	f40066d9-db50-4c07-bf5e-d564cc9de572	Wallis	VS	3903.0	twenties	female	4075	277	True	 	Die Publikation von amtlichen Mitteilungen ist eine gesetzliche Aufgabe.	False
