path	duration	sentence	sentence_source	client_id	dialect_region	canton	zipcode	age	gender	length	trim_time	clip_is_usable	drop_reason	whisper_large_v2_transcript	is_praeteritum
datasets/STT4SG-350 v2.1/clips__train_valid-001/2be89650-fc8e-429a-a8e3-2e92b3538639/e2043450fc8a73a39537668e4792cb52a1c0a93f794a89a81807d0ed17144f6b.flac	5.108390022675737	Er wurde verletzt und in seinem Fahrzeug eingeklemmt.	news	2be89650-fc8e-429a-a8e3-2e92b3538639	Zürich	ZH	8055.0	sixties	female	4259	849	True	 	Er wurde verletzt und wurde in seinem Fahrzeug eingeklemmt.	True
datasets/STT4SG-350 v2.1/clips__train_valid-001/0f19ca1d-11fe-4822-83e9-4d0f7bcce0cd/c4f952dc3fc98e7f15248af41298d3ad5312f457f72c3905305d8e439259c90d.flac	5.546666666666667	Bei Labour selbst würden neun von zehn Mitgliedern pro EU stimmen.	news	0f19ca1d-11fe-4822-83e9-4d0f7bcce0cd	Zürich	AG	5621.0	twenties	female	5662	0	True	 	Bei Labour selber würden 9 von 10 Mitgliedern pro EU stimmen.	True
datasets/STT4SG-350 v2.1/clips__train_valid-001/0f19ca1d-11fe-4822-83e9-4d0f7bcce0cd/c50e27d492a9288ff074f3edac3948d27c812c9ce79ab9ccf4ccba8d957003bc.flac	5.717324263038549	Auch unsere getätigten Investionen führen zu Stabilität in der Gemeinde.	parliament	0f19ca1d-11fe-4822-83e9-4d0f7bcce0cd	Zürich	AG	5621.0	twenties	female	5419	298	True	 	Auch unsere getätigten Investitionen führen zur Stabilität in der Gemeinde.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/2346f20d-b2bc-4712-8c83-5e376731a1c9/ab0b7e75c5324165b202711f2f97d0987f924bf7f3d0084e8cbd7dac9deb7ace.flac	4.522675736961451	Zuerst packte er drei Stockwerke drauf.	news	2346f20d-b2bc-4712-8c83-5e376731a1c9	Zürich	ZH	8102.0	fifties	male	3819	704	True	 	Zuerst packt er drei Stockwerke drauf.	True
datasets/STT4SG-350 v2.1/clips__train_valid-001/7c882fa4-86f6-4986-b211-295a09265deb/3d84d40aa4a957c1dc00d9d3befd5a6994f367b0ed5061d8f6bf8352a5dbe76f.flac	5.034671201814059	Vater Noel ist Bäcker und führt seinen eigenen Laden im Dorf.	news	7c882fa4-86f6-4986-b211-295a09265deb	Zürich	AG	5504.0	twenties	female	4706	329	True	 	Vater Noel ist Bäcker und führt seinen eigenen Laden im Dorf.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/0f19ca1d-11fe-4822-83e9-4d0f7bcce0cd/962a56f38a4aba4c687a3784fa9c2bbbf18727e8ce3260e7c3f7b4c0a23c0b3c.flac	4.693333333333333	Stattdessen mache der Bundesrat Zugeständnisse an die Kantone.	news	0f19ca1d-11fe-4822-83e9-4d0f7bcce0cd	Zürich	AG	5621.0	twenties	female	4911	0	True	 	Stattdessen mache ich den Bundesrat Zugeständnis an die Kantone.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/00fafc97-bf8b-4f35-ae97-b22e83e150f2/606a4d85d4b0f3f0d93292e67ca2acdbb4325c10ee47e9eacb974dfaa41e0469.flac	7.987664399092971	Ihre M&A-Spezialisten bleiben bei Übernahmen immer öfters aussen vor.	news	00fafc97-bf8b-4f35-ae97-b22e83e150f2	Zürich	ZH	8630.0	fourties	female	6273	1715	True	 	Ihre M&A-Spezialisten bleiben bei Übernahmen immer öfter aussen vor.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/4239d4ea-81db-4fc2-b8eb-3f07810da457/7302ceb3e835bf5eb85768779adfc2555fa0be922ec8ab5611549366830998c2.flac	3.622312925170068	Auch die Haltung der Bevölkerung hat sich verändert.	news	4239d4ea-81db-4fc2-b8eb-3f07810da457	Zürich	ZH	8704.0	twenties	female	3290	332	True	 	Auch die Haltung der Bevölkerung hat sich verändert.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/6e084270-8d26-43d9-ba69-5e8ee793ab8c/e2a2644a5ecfbad6b1e9ccdfd703e5302b13bb84d3df997c1780569cc9c1f1a9.flac	4.551111111111111	Wieso braucht es da auch noch ein Kulturhaus am See?	news	6e084270-8d26-43d9-ba69-5e8ee793ab8c	Zürich	ZG	6340.0	twenties	female	3883	668	True	 	Wieso braucht es da auch noch ein Kulturhaus am See?	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/f975c67c-35a5-4cac-8195-51f456b59edc/4233bc7ba97d05126cbce3e628faa0a08d8e8af8ae3fb3aada2d5e36aa06401f.flac	4.010657596371882	Viele ausländische Berichte würden nicht den Tatsachen entsprechen.	news	f975c67c-35a5-4cac-8195-51f456b59edc	Zürich	ZH	8406.0	thirties	female	3853	158	True	 	Viele ausländische Berichte würden nicht der Tatsache entsprechen.	True
datasets/STT4SG-350 v2.1/clips__train_valid-001/b3b65fc5-7333-466c-8941-5f146b5b27c0/78d610b98d5e580af9952b31bb846332d82f170653f72e0cbbdc0b546b89ac16.flac	4.351995464852608	In diesen Momenten wurde mir das Risiko bewusst.	news	b3b65fc5-7333-466c-8941-5f146b5b27c0	Zürich	ZH	8032.0	fifties	female	4242	110	True	 	In diesem Moment wurde mir das Risiko bewusst.	True
datasets/STT4SG-350 v2.1/clips__train_valid-001/f975c67c-35a5-4cac-8195-51f456b59edc/3f4f5211fcf0d29bec4c6caf3415789a75b3a8fd51821bb49ad83a9a66f20451.flac	4.351995464852608	Zwei Jahre später starb sie mit nur 48 Jahren.	news	f975c67c-35a5-4cac-8195-51f456b59edc	Zürich	ZH	8406.0	thirties	female	4006	346	True	 	Zwei Jahre später ist sie mit nur 48 Jahren gestorben.	True
datasets/STT4SG-350 v2.1/clips__train_valid-001/6427c123-f701-438f-8d2b-e97ced2fc970/bd216868c57facb066519ea93b85d49240cd65b1e31d515d6a699b0a58ce642a.flac	4.010657596371882	Sie hat zumindest zum Teil darauf reagiert.	news	6427c123-f701-438f-8d2b-e97ced2fc970	Zürich	ZH	8302.0	fifties	male	3733	278	True	 	Sie hat zumindest zum Teil darauf reagiert.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/f877ee50-af2b-423b-bdda-0cc406032c45/4d990947079cf120f771da59eba107ab3618496c5ad7f73ea3fc7ae0bf466c0a.flac	4.010657596371882	Von diesen sollen nun mehr als 40 wegfallen.	news	f877ee50-af2b-423b-bdda-0cc406032c45	Zürich	ZH	8405.0	fourties	female	3764	247	True	 	Von diesen sollen jetzt mehr als 40 wegfallen.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/99c4f9b3-262d-4050-9973-a4abb8046872/e5ad0803051521dd7435608e9e8501d6c5057f6b837a5caeefd5ee3f7a3d3ae5.flac	3.84	Vor allem die Bikini-Saison am See finde ich toll.	news	99c4f9b3-262d-4050-9973-a4abb8046872	Zürich	ZH	8405.0	twenties	male	3290	550	True	 	Vor allem Bikinisaison am See finde ich cool.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/4697af94-dd63-4d40-8539-14d9c80b313b/98c4ec6360c1bf51e9541147f216693aa5375837f1365b1affcae4ddfebd9d3d.flac	5.802675736961452	Einen dritten hatte der mutige Mitarbeiter jedoch überwältigt.	news	4697af94-dd63-4d40-8539-14d9c80b313b	Zürich	ZH	8172.0	twenties	female	4344	1459	True	 	Ein Dritter hat den Mutigen nicht erweitert, aber überwältigt.	True
datasets/STT4SG-350 v2.1/clips__train_valid-001/2be89650-fc8e-429a-a8e3-2e92b3538639/e01fe41451b61540d4bcde493c60c0688f80cdc4ca84c3a33aed50c95e418cf0.flac	5.294149659863946	Wir müssen das Bewusstsein für Alkohol bei Jugendlichen schärfen.	news	2be89650-fc8e-429a-a8e3-2e92b3538639	Zürich	ZH	8055.0	sixties	female	5334	0	True	 	Wir müssen bewusst sein für Alkohol bei jugendlichen Schärfen.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/e4d6b98b-b3f3-4e0f-9954-4abb7de23540/4c794341b3927ff18996035c0dc958a6945b81fea1c64ac01501ce69a72bbdf2.flac	3.84	Die Sendung der Familie wird eingestellt.	news	e4d6b98b-b3f3-4e0f-9954-4abb7de23540	Zürich	ZH	8050.0	sixties	male	3815	25	True	 	Die Sendung von der HMU hier wird eingestellt.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/b812f6ab-6de0-49f3-a587-f691df5b7b1a/6bf7c9388f8dbc2604de620f08dde30961a3d63b1dd565d6cc3db0971184daba.flac	4.522675736961451	Die Entscheide wurden unter dem Aspekt Sicherheit gefällt.	news	b812f6ab-6de0-49f3-a587-f691df5b7b1a	Zürich	AG	5000.0	twenties	male	3918	605	True	 	Die Entscheid sind unter MOSFET-Sicherheit gefeilt worden.	True
datasets/STT4SG-350 v2.1/clips__train_valid-001/f877ee50-af2b-423b-bdda-0cc406032c45/642d35df759309b39514bda4ecd721480a4a681818372d53a9c0faa37ff1ee7e.flac	9.301337868480726	Die FGPK stellt ebenfalls den Antrag, den Zusatzkredit in der Höhe von 2.705 Mio. Franken zu bewilligen.	parliament	f877ee50-af2b-423b-bdda-0cc406032c45	Zürich	ZH	8405.0	fourties	female	8491	810	True	 	Die FGPK stellt ebenfalls den Antrag, den Zusatzkredit in der Höhe von 2,705 Mio. Fr. zu bewilligen.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/6427c123-f701-438f-8d2b-e97ced2fc970/89200d83d95d86360b0fa8b50d829ed2982c4f221405618173002390a9f1da6f.flac	5.631995464852608	Menschen in Industrieländern sind äusserst selten betroffen.	news	6427c123-f701-438f-8d2b-e97ced2fc970	Zürich	ZH	8302.0	fifties	male	4740	892	True	 	Menschen in Industrieländern sind äusserst selten betroffen.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/2346f20d-b2bc-4712-8c83-5e376731a1c9/42c6c1b8fbd116a379a54688170d9b8fcb3a9b0226cbdaeeec2616bf18982ded.flac	5.631995464852608	Diese wollte sich aber nicht für die Initiative einsetzen.	news	2346f20d-b2bc-4712-8c83-5e376731a1c9	Zürich	ZH	8102.0	fifties	male	4464	1168	True	 	Diese hat sich aber nicht für die Initiative einsetzen wollen.	True
datasets/STT4SG-350 v2.1/clips__train_valid-001/6858a37b-edd0-4fdf-871c-96d3b1bd3e21/c2542c9c10bfe496560e8aeb63742c86226d4ef0e2d21741e64d5e8732b0f2b4.flac	6.741337868480725	Vor allem aber zeigte sich erstmals die Überlegenheit der Artillerie.	news	6858a37b-edd0-4fdf-871c-96d3b1bd3e21	Zürich	ZH	8704.0	fourties	male	6119	622	True	 	Vor allem aber zeigte sich erstmals die Überlegenheit der Artillerie.	True
datasets/STT4SG-350 v2.1/clips__train_valid-001/460a10ef-020f-4559-810a-115a066b9bab/bab5bab30e1df7af71718bb642179ff14cab32b8bb978a170b17d297f2882705.flac	3.4133333333333336	Von dem her kenne ich doch ein paar Leute und umgekehrt.	news	460a10ef-020f-4559-810a-115a066b9bab	Zürich	ZH	8045.0	thirties	female	3477	0	True	 	Von dem her kenne ich doch ein paar Leute und umgekehrt.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/2346f20d-b2bc-4712-8c83-5e376731a1c9/631d1b880afced2a2095b1aee35cda21cd0d0aee0e9015aa22c801ada5b4a89c.flac	4.4373242630385485	Im Oktober kann er den Antrag stellen.	news	2346f20d-b2bc-4712-8c83-5e376731a1c9	Zürich	ZH	8102.0	fifties	male	4006	431	True	 	Im Oktober kann er den Antrag stellen.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/3ce6b6dc-6c03-48c1-83bd-024bbecfaf9a/b2d1faa1c6ad8806dc04b0761474289edf9932c0a0eea6119e2e14388b16de37.flac	6.143990929705216	Es ist in der amerikanischen White-Power-Bewegung weit verbreitet.	news	3ce6b6dc-6c03-48c1-83bd-024bbecfaf9a	Zürich	ZH	8000.0	fifties	female	5474	670	True	 	Es ist in der amerikanischen White-Power-Bewegung weit verbreitet.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/6858a37b-edd0-4fdf-871c-96d3b1bd3e21/59d0e75a0deb129a2d92b231d31c6d2453a05124d15f5b377d6bc0a3044d23e0.flac	6.570657596371882	Oft kennen sie dann keine Grenzen mehr und betrinken sich total.	news	6858a37b-edd0-4fdf-871c-96d3b1bd3e21	Zürich	ZH	8704.0	fourties	male	5419	1152	True	 	Viele Male kennen sie dann keine Grenzen mehr und betrinken sich total.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/f975c67c-35a5-4cac-8195-51f456b59edc/3ca152a30c713166bb7c32d5d07cd27e41bd5db253ce0220b05d240e1cb7a7a4.flac	3.754671201814059	Es verspricht ein strahlender Tag zu werden.	news	f975c67c-35a5-4cac-8195-51f456b59edc	Zürich	ZH	8406.0	thirties	female	3218	537	True	 	Es verspricht ein strahlender Tag zu werden.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/485dbe58-ff41-4008-a803-520e5244768a/93ff2f99e0f465151ea747f3f02d84a7305cea1abe8aea9d4f37a66195cc35c9.flac	4.693333333333333	Im Kanton Thurgau geht es um die obligatorische Schule.	news	485dbe58-ff41-4008-a803-520e5244768a	Zürich	ZH	8048.0	fourties	male	4430	263	True	 	Im Kanton Thurgau geht es um die obligatorische Schule.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/70a5c408-15e7-4c4d-b1f1-eef3d343939e/4f98fd41b4158d48e53392f1e49bd41773f26548e67010a25437a5a3ea98c66a.flac	5.12	Diese Zunahme stelle alle Beteiligten vor grosse Herausforderungen.	news	70a5c408-15e7-4c4d-b1f1-eef3d343939e	Zürich	ZH	8406.0	fourties	male	4842	278	True	 	Die Zunahme stellt alle Beteiligten vor grosse Herausforderungen.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/3ce6b6dc-6c03-48c1-83bd-024bbecfaf9a/d172d8e2025cac3444e962705b961fcb44a3aab1decb7c274abf45601f56191f.flac	6.656009070294784	Der Bundesrat reagiert damit auf Kritik aus dem Parlament.	news	3ce6b6dc-6c03-48c1-83bd-024bbecfaf9a	Zürich	ZH	8000.0	fifties	female	5914	742	True	 	Der Bundesrat reagiert auch damit auf Kritik aus dem Parlament.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/6e084270-8d26-43d9-ba69-5e8ee793ab8c/e6dcc65bff4e81aef325478c9225d07e1e5d0b3da597225e5e68f1fdc559d14b.flac	3.900952380952381	Dabei sei auch über das Geschäft gesprochen worden.	news	6e084270-8d26-43d9-ba69-5e8ee793ab8c	Zürich	ZG	6340.0	twenties	female	3440	461	True	 	Dabei sei auch über das Geschäft geredet worden.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/0f19ca1d-11fe-4822-83e9-4d0f7bcce0cd/c59181df691e50f115c770c32b1cede38bf0b44322c99b8029c7c4d82f3bc341.flac	6.143990929705216	Doch trotz der Bemühungen ist Vogt auch schon auf Einbrecher gestossen.	news	0f19ca1d-11fe-4822-83e9-4d0f7bcce0cd	Zürich	AG	5621.0	twenties	female	5675	469	True	 	Doch trotz der Bemühungen stiess Vogt auch schon auf Einbrecher.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/485dbe58-ff41-4008-a803-520e5244768a/dafa88bf89f047acf578149a06083925c7a20fee536fab14bb1f28831ff9c180.flac	4.181337868480726	Powers machte keine Angaben über die Todesursache.	news	485dbe58-ff41-4008-a803-520e5244768a	Zürich	ZH	8048.0	fourties	male	4634	0	True	 	Powers hat keine Angaben über Todesursache gemacht.	True
datasets/STT4SG-350 v2.1/clips__train_valid-001/e4d6b98b-b3f3-4e0f-9954-4abb7de23540/c77d853541eb48dfd2aa55d8578b2f2b2d43abce01f8313af88bb71392366a2d.flac	3.754671201814059	Warum sollten wir den Final nicht erreichen?	news	e4d6b98b-b3f3-4e0f-9954-4abb7de23540	Zürich	ZH	8050.0	sixties	male	3457	298	True	 	Warum sollen wir den Finale nicht erreichen?	True
datasets/STT4SG-350 v2.1/clips__train_valid-001/7c882fa4-86f6-4986-b211-295a09265deb/c3b0282846bf81c81d1379777ca4a0ac78926ee99c51fe925867eb4454d70f8b.flac	4.096009070294785	Aber nach ein paar Versuchen hat mans dann auch gesehen.	news	7c882fa4-86f6-4986-b211-295a09265deb	Zürich	AG	5504.0	twenties	female	3733	363	True	 	Aber nach ein paar Versuchen hat man es dann auch gesehen.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/00fafc97-bf8b-4f35-ae97-b22e83e150f2/495607e3c04fb2fe44d0229674b8c60b6e326c461a89eae12852a892cb28fc6d.flac	5.944308390022676	Und dass sie nicht ständig den schwarzen Mann zum Schuldigen machen.	news	00fafc97-bf8b-4f35-ae97-b22e83e150f2	Zürich	ZH	8630.0	fourties	female	4327	1617	True	 	Und dass sie nicht ständig den schwarzen Mann zum Schuldigen machen.	False
datasets/STT4SG-350 v2.1/clips__train_valid-001/485dbe58-ff41-4008-a803-520e5244768a/9d7e2f38d7fad883e6b7a8c7cda4f5ae205c3c57c44631ecb8048db09417047b.flac	3.84	Warum hätten sie sich auch bei mir melden sollen?	news	485dbe58-ff41-4008-a803-520e5244768a	Zürich	ZH	8048.0	fourties	male	3699	141	True	 	Warum hätten Sie sich auch bei mir melden sollen?	True
datasets/STT4SG-350 v2.1/clips__train_valid-001/b3b65fc5-7333-466c-8941-5f146b5b27c0/7a3028668d3d70451b3b9865030448b9264080defd9fa4ea83f07c3e6cba7be9.flac	3.328004535147392	Doch ihre Stimme hört man kaum.	news	b3b65fc5-7333-466c-8941-5f146b5b27c0	Zürich	ZH	8032.0	fifties	female	2945	383	True	 	Durch ihre Stimme hörte man keinen Raum.	False
