path	sentence	DAT	DIT	word_differences
99c4f9b3-262d-4050-9973-a4abb8046872/b5d157ae6a1144e0be732e60da74ee60a349f478c00990c9b93f970f471ca2ad.flac	Phoenix wirkte auf dem roten Teppich wie ein Fremdkörper.	Die Vönigse wirkt auf dem roten Teppich wie ein fremd Körper.	Für nichts wirkt auf dem Roter Tip wie ein fremtes Körper.	[0]: die vs für | [1]: vönigse vs nichts | [5]: roten vs roter | [6]: teppich vs tip | [9]: fremd vs fremtes
f975c67c-35a5-4cac-8195-51f456b59edc/0fb832702686ca7afc4d688e4e8c1f1f63bd6cfe2721fb6aaf0f71b1c4afba27.flac	Die FDP wird in zwei Jahren das Präsidium der FGPK übernehmen.	Die FDP wird die zwei Jahre Spreseidium der FGP körpern.	Das erste P wird die zwei Jahre spresidium von der FPK-Ibonne.	[0]: die vs das | [1]: fdp vs erste | [2]: wird vs p | [3]: die vs wird | [4]: zwei vs die | [5]: jahre vs zwei | [6]: spreseidium vs jahre | [7]: der vs spresidium | [8]: fgp vs von | [9]: körpern. vs der | Length mismatch: DAT(10) vs DIT(11)
2346f20d-b2bc-4712-8c83-5e376731a1c9/714ae35b3a73e2c5834b1336d9597d03e5f66a762b5dcf0911f18ce7681f4857.flac	Die US-Finanzkrise hält die Schweizer Börse in Atem.	Westfinantkissen haltet Schweizer Börse in Atem.	und weiß ich es, dass es man auch alles해주 oft halschten powerful sei.	[0]: westfinantkissen vs und | [1]: haltet vs weiß | [2]: schweizer vs ich | [3]: börse vs es, | [4]: in vs dass | [5]: atem. vs es | Length mismatch: DAT(6) vs DIT(13)
c81c27c4-3e50-4b38-827e-2fc2bf899dc7/91aa76fc79b2fc218867c4b786025489d40afcca0cb06db9d099a626c9d34930.flac	Sunrise ist im Mobilfunk gut aufgestellt.	Sunrise ist im Mobilfunk gut aufgestellt.	sunbrissa und mobil fung schent du aufgestellt.	[0]: sunrise vs sunbrissa | [1]: ist vs und | [2]: im vs mobil | [3]: mobilfunk vs fung | [4]: gut vs schent | [5]: aufgestellt. vs du | Length mismatch: DAT(6) vs DIT(7)
f975c67c-35a5-4cac-8195-51f456b59edc/39725a4174bc6284d806afcda51a4e1473b98d26a6285423b15df55355d37073.flac	Bei Neuenburg sind es 36 Millionen.	Pinoyaburk sind 60 Millionen.	Pin어요. Ich will die Milionen gelernt!	[0]: pinoyaburk vs pin어요. | [1]: sind vs ich | [2]: 60 vs will | [3]: millionen. vs die | Length mismatch: DAT(4) vs DIT(6)
70a5c408-15e7-4c4d-b1f1-eef3d343939e/52d3a25de71389deddb3808305669829d13946a4ce28bd30237087256783dae4.flac	Für wen transportiert die Post überhaupt Geld?	Für wen transportiert Boost überhaupt Geld?	Für Wendransportiert Bost überhaupt Galt.	[1]: wen vs wendransportiert | [2]: transportiert vs bost | [3]: boost vs überhaupt | [4]: überhaupt vs galt. | Length mismatch: DAT(6) vs DIT(5)
6e084270-8d26-43d9-ba69-5e8ee793ab8c/ec022cdd36cd368c863117e287794d0b6fbefe47f4f0a1fd42a1aa936e0f73eb.flac	Welche Serie fehlt Ihrer Meinung nach?	Melw Lee Chirya Faard Ihres Remainikums	Wir Leader fehlt irren מא�neten	[0]: melw vs wir | [1]: lee vs leader | [2]: chirya vs fehlt | [3]: faard vs irren | [4]: ihres vs מא�neten | Length mismatch: DAT(6) vs DIT(5)
c81c27c4-3e50-4b38-827e-2fc2bf899dc7/929b1c90c855684b1e14870db891a59d702c085e6bb51578288bde996b573d1f.flac	Die Betreiber der Bahn seien auf diese Forderung nicht eingegangen.	Die Betriebe für die Bahn sägen auf dir vor, wo die Kühner die gingen.	Wir trie웨be von der Pan Seger durfteerforten können ein DJ music она dreht.	[0]: die vs wir | [1]: betriebe vs trie웨be | [2]: für vs von | [3]: die vs der | [4]: bahn vs pan | [5]: sägen vs seger | [6]: auf vs durfteerforten | [7]: dir vs können | [8]: vor, vs ein | [9]: wo vs dj | [10]: die vs music | [11]: kühner vs она | [12]: die vs dreht. | Length mismatch: DAT(14) vs DIT(13)
e4d6b98b-b3f3-4e0f-9954-4abb7de23540/ca16859858168da0c2fefa45f49f69aa9b1be8050f8e5ec4e4ec49138a28cd98.flac	Er hat freie Bahn und trifft unten rechts ins offene Tor.	Er hat Freibahn und trifft unracht, sie ist auf der Boll.	Ich habe Freiband und trifft ohne Racht die Soffner Bowl.	[0]: er vs ich | [1]: hat vs habe | [2]: freibahn vs freiband | [5]: unracht, vs ohne | [6]: sie vs racht | [7]: ist vs die | [8]: auf vs soffner | [9]: der vs bowl. | Length mismatch: DAT(11) vs DIT(10)
111f2e2e-073c-4968-acc6-2af6f58a3fba/44a5366575ff91cd95ae34df1faad8e353e307e0b9a461dac266158f1f5fa152.flac	Er liess die Asylbewerber sich gegenseitig fesseln.	W herPalze hinterwash ich ein.	Er hat das hin und werden zu nach dem superfessangenrowen Laching werden.	[0]: w vs er | [1]: herpalze vs hat | [2]: hinterwash vs das | [3]: ich vs hin | [4]: ein. vs und | Length mismatch: DAT(5) vs DIT(12)
44a2712b-f350-40e6-a425-6bda969a5ddc/8dc2ef6abb71a82cbc425b7fdbc313589b011a36f601cf8fca8c63160d8b5682.flac	Die Migros habe damit nichts zu tun.	und Mikrohütter mit Nütstuhe.	분들 Hunt 건강 zu begrüßen.	[0]: und vs 분들 | [1]: mikrohütter vs hunt | [2]: mit vs 건강 | [3]: nütstuhe. vs zu | Length mismatch: DAT(4) vs DIT(5)
4697af94-dd63-4d40-8539-14d9c80b313b/98e775b8efde74e8c88d0d24f5c9cd12961b9a796a0110a2672d2c31f06df06d.flac	Er war dafür früher aus seinen Ferien zurückgekommen.	Etwas wie das Brühen aus seiner Ferien zurückkommen.	mit der spruehreno mend assured zu.	[0]: etwas vs mit | [1]: wie vs der | [2]: das vs spruehreno | [3]: brühen vs mend | [4]: aus vs assured | [5]: seiner vs zu. | Length mismatch: DAT(8) vs DIT(6)
e6a8968c-d53c-4f76-80b5-15923136987b/1ce4fcfa8077df19e0181bbc7609f2269bed4ef87d26fd15a81b3a1aa41021af.flac	Bei den allermeisten Kandidatinnen und Kandidaten sind grössere Veränderungen gemacht worden.	Bei aller meisten Kandidaten und Kandidaten wurden in größere Veränderungen gemacht.	Bei der allermeiste Kandidatin und Kandidat des Inklusse-Riferentrike gemacht wurde.	[1]: aller vs der | [2]: meisten vs allermeiste | [3]: kandidaten vs kandidatin | [5]: kandidaten vs kandidat | [6]: wurden vs des | [7]: in vs inklusse-riferentrike | [8]: größere vs gemacht | [9]: veränderungen vs wurde. | Length mismatch: DAT(11) vs DIT(10)
0f19ca1d-11fe-4822-83e9-4d0f7bcce0cd/b2dd0ce06eb05079454ad1057c43394854d5c964cccfd92a344e36fa4fdc87d1.flac	Vielen Unternehmen sei das noch nicht bewusst.	Wir nahm die suche Beine in side, damit derkea diese Natur sei das Sand Solange noch burgerschief. Für die takiego Keuffunktionjoursst parade ich alle Beine so gut imotto in lesen.	für den Unternamen seıkt preacht.	[0]: wir vs für | [1]: nahm vs den | [2]: die vs unternamen | [3]: suche vs seıkt | [4]: beine vs preacht. | Length mismatch: DAT(30) vs DIT(5)
7c882fa4-86f6-4986-b211-295a09265deb/4253f41dff4608ae6314ed9b0b5eab73cad00b0bf6a614fa223433aee5e1d6a1.flac	Murray dagegen liess sich durch nichts mehr aus der Ruhe bringen.	Moraitergegen lässt sich doch nichts mehr aus der Ruhe bringen.	Muraite gegen die Latschte und nicht mehr aus der Ruhe bringen.	[0]: moraitergegen vs muraite | [1]: lässt vs gegen | [2]: sich vs die | [3]: doch vs latschte | [4]: nichts vs und | [5]: mehr vs nicht | [6]: aus vs mehr | [7]: der vs aus | [8]: ruhe vs der | [9]: bringen. vs ruhe | Length mismatch: DAT(10) vs DIT(11)
0f19ca1d-11fe-4822-83e9-4d0f7bcce0cd/d4bc16a7aa74a0dba5e60b4c2e1e60bef542f6b3ff6a8120b37d021572c24ed0.flac	In einem ersten Schritt wurde die medizinische Hilfe angegangen.	In einer ersten Schritt wurde mit der z<|el|>	Im ersten Schritt wurde die zinische Hilfe auch gange.	[0]: in vs im | [1]: einer vs ersten | [2]: ersten vs schritt | [3]: schritt vs wurde | [4]: wurde vs die | [5]: mit vs zinische | [6]: der vs hilfe | [7]: z<|el|> vs auch | Length mismatch: DAT(8) vs DIT(9)
99c4f9b3-262d-4050-9973-a4abb8046872/e0824d755d86c54b8261e6dfde55d6455812ce534989d3676e9d0b2dceb3db56.flac	Dies ergibt eine vom BSV in Auftrag gegebene Studie.	Das gibt auch vom BSV in Auftrag gegen Studie.	Das geht einfach um B.S.V. in Auftraggällen in Studie.	[1]: gibt vs geht | [2]: auch vs einfach | [3]: vom vs um | [4]: bsv vs b.s.v. | [6]: auftrag vs auftraggällen | [7]: gegen vs in
99c4f9b3-262d-4050-9973-a4abb8046872/b62fa1c43641eb0457b452083db09fab1dbf365e9a03faee0f4bd6a546b8d8c2.flac	Doch der Glanz und Ruhm ist verblasst.	Aber Reglanz und Ruhmisch verblost.	Aber reglanzendruhung ist verblast.	[1]: reglanz vs reglanzendruhung | [2]: und vs ist | [3]: ruhmisch vs verblast. | Length mismatch: DAT(5) vs DIT(4)
460a10ef-020f-4559-810a-115a066b9bab/bb60c58cae8b2bbffca2a8a51697558618e399a62cc572c4b370e9b3d825548c.flac	Diese Ausgaben müssen aber belegt werden können.	Die Ausgabe mindere Beleitwerte können.	Die Uskaben müssen wir beil fossil 확인一点	[1]: ausgabe vs uskaben | [2]: mindere vs müssen | [3]: beleitwerte vs wir | [4]: können. vs beil | Length mismatch: DAT(5) vs DIT(7)
2be89650-fc8e-429a-a8e3-2e92b3538639/d72405358a239931ab9333a90c4a6d6709c64540e4e5d0ac3bcad5b370bd6f1b.flac	Das betrifft das 13. Jahrhundert genauso wie den gestrigen Nachmittag.	Das betrifft 30 Jahre 100 genaue Soh wie der Gestrigenon mit DOK.	Das betrifft Stritat Jahrhundert genauso wie die gestrigenometok.	[2]: 30 vs stritat | [3]: jahre vs jahrhundert | [4]: 100 vs genauso | [5]: genaue vs wie | [6]: soh vs die | [7]: wie vs gestrigenometok. | Length mismatch: DAT(12) vs DIT(8)
2346f20d-b2bc-4712-8c83-5e376731a1c9/64343b280834bb497617510bef69ae2a6c1109bf82325858843371f3260441cf.flac	Der manipulierte Anruf wurde den Opfern nicht einmal angezeigt.	Der mannibulierte Arow ist der Opfer nicht einmal allzeigt worden.	Der Manni politiert die AORF, ist er ob für Nödermal alt zeigt worden.	[1]: mannibulierte vs manni | [2]: arow vs politiert | [3]: ist vs die | [4]: der vs aorf, | [5]: opfer vs ist | [6]: nicht vs er | [7]: einmal vs ob | [8]: allzeigt vs für | [9]: worden. vs nödermal | Length mismatch: DAT(10) vs DIT(13)
0f19ca1d-11fe-4822-83e9-4d0f7bcce0cd/d17ede8fc96b77522109c714c530cf6652b8ea77f6df80ef64f9a56ce7295ee3.flac	Ein Teil des Geländes bleibt weiterhin abgesperrt.	Ein Teil von Klern bleibt wieder in abgesperrt.	Entdeilen von Glant bliebte Witter in Obbeschwert.	[0]: ein vs entdeilen | [1]: teil vs von | [2]: von vs glant | [3]: klern vs bliebte | [4]: bleibt vs witter | [5]: wieder vs in | [6]: in vs obbeschwert. | Length mismatch: DAT(8) vs DIT(7)
c4c03e6f-50a2-4d24-ae88-caf3032798fa/a1a2456cbad9a79c2e820d6650c254e35e82294906579fbcf6c779fe648b3330.flac	Die Diskussion auf Facebook bezeichnet er als übertrieben und Hetze.	Die Diskussion auf Facebook bezeichnet er also über drübenen Hezzi.	Die Diskussion auf Facebook bezeichnet er als übertreiben die Hatie.	[6]: also vs als | [7]: über vs übertreiben | [8]: drübenen vs die | [9]: hezzi. vs hatie.
c4c03e6f-50a2-4d24-ae88-caf3032798fa/ad9f703eba14f64d3585c4056f00656af8ccbbac15320edf8986c2d63a222f13.flac	In der Nacht waren Schüsse zu hören.	In der Nacht sind Schüsse gehören sie.	jeder nach 10 joiningshielddgeschick aus Richtung Köln,	[0]: in vs jeder | [1]: der vs nach | [2]: nacht vs 10 | [3]: sind vs joiningshielddgeschick | [4]: schüsse vs aus | [5]: gehören vs richtung | [6]: sie. vs köln,
6858a37b-edd0-4fdf-871c-96d3b1bd3e21/bc825b5554d0ce15f5ad5ab58b3612effcc6a6164cb41a64662c97bb863225a1.flac	100 Prozent des Umsatzes gehen an den Mieter.	100% vom Umsatzgönnt an mirter.	100% vom Umsatz gönnt an mirter.	[2]: umsatzgönnt vs umsatz | [3]: an vs gönnt | [4]: mirter. vs an | Length mismatch: DAT(5) vs DIT(6)
c81c27c4-3e50-4b38-827e-2fc2bf899dc7/72349cd5e52db61e4e7cfd9713613bdee1e2e1b0fce54025e3fd57c8c4094aa4.flac	Lions gewinnen erstmals nach vier Niederlagen wieder zuhause.	Leihens gönnen es erst mal nach vier Niederlage wieder die Hei.	Leions gönnet erst mal nach vier Niederlage wie der Tij.	[0]: leihens vs leions | [1]: gönnen vs gönnet | [2]: es vs erst | [3]: erst vs mal | [4]: mal vs nach | [5]: nach vs vier | [6]: vier vs niederlage | [7]: niederlage vs wie | [8]: wieder vs der | [9]: die vs tij. | Length mismatch: DAT(11) vs DIT(10)
0d7bacea-1a75-4c14-b580-40d5b98663b6/56f09838b4ed1d69578ce12c9b38a04af2100a741aeefd75e6114aaa222a04a9.flac	Das ist am besten am Eingang der Ausstellung zu beobachten.	Das ist ein Bestam, ich gehe an von der U-Sterex-Spielborte.	Das ist ein cleanerisch duale Haus.	[3]: bestam, vs cleanerisch | [4]: ich vs duale | [5]: gehe vs haus. | Length mismatch: DAT(10) vs DIT(6)
00fafc97-bf8b-4f35-ae97-b22e83e150f2/aedd11ca57fe40a09164928a3bcc10897f4666d731af296b1077e71e8a79e4ce.flac	Ich habe einfach zu viele Probleme.	Ich habe einfach zwei Probleme.	Ich habe einfach zwei Probleme.	Identical
e4d6b98b-b3f3-4e0f-9954-4abb7de23540/87f099c2279fa1515f1603cbeea134ef40a50877c6e682d04ac86de3b96aeaac.flac	Aber vorerst hat Bauer bis am 10. Januar Ferien.	Der Buch hat sich bis am Zaten Januar verirrt.	Da burt hat es später imeri Jörn über Ferien.	[0]: der vs da | [1]: buch vs burt | [3]: sich vs es | [4]: bis vs später | [5]: am vs imeri | [6]: zaten vs jörn | [7]: januar vs über | [8]: verirrt. vs ferien.
2346f20d-b2bc-4712-8c83-5e376731a1c9/9e04b23aed2fa8d6198f82924af1966a956d8516f8b327da7c9373d66c08bff7.flac	In Madrid wäre nur schon ein Unentschieden eine Sensation.	Im Nordrät wäre in Nummer schon ein des unentschehter Essensation.	In Nordritte wäre in Numbershow eines Unentschiehte-Essensorsionen.	[0]: im vs in | [1]: nordrät vs nordritte | [4]: nummer vs numbershow | [5]: schon vs eines | [6]: ein vs unentschiehte-essensorsionen. | Length mismatch: DAT(10) vs DIT(7)
c81c27c4-3e50-4b38-827e-2fc2bf899dc7/ce4c25d0c52155c7cb8690652516e631ab4bad337c9109da86d8187317173751.flac	Die Frau ist nach Angaben der Staatsanwaltschaft unterdessen ausser Lebensgefahr.	Traurige nach Auge auf der Staatsanwollschaft unter der Sousa Lebenskur.	Traum ich noch auch auf der Staatservollschaft unter des Zußerlebens gefahren.	[0]: traurige vs traum | [1]: nach vs ich | [2]: auge vs noch | [3]: auf vs auch | [4]: der vs auf | [5]: staatsanwollschaft vs der | [6]: unter vs staatservollschaft | [7]: der vs unter | [8]: sousa vs des | [9]: lebenskur. vs zußerlebens | Length mismatch: DAT(10) vs DIT(11)
0f19ca1d-11fe-4822-83e9-4d0f7bcce0cd/901619818a366d0c14342c0169a24ca035bf7dbf098e861cf4e4dfba37aefa45.flac	Diese Ruhe hatte ich noch nicht.	Die Eruhe Hanninunnetka	Die Erruhe haben in Unnetka.	[1]: eruhe vs erruhe | [2]: hanninunnetka vs haben | Length mismatch: DAT(3) vs DIT(5)
3ce6b6dc-6c03-48c1-83bd-024bbecfaf9a/62809e41541a97ba1d2f6040a126ac7c64b1850843e482ff5cb4e9f4b1e742de.flac	Was macht eine Gesellschaft im Kern aus?	Was macht ein Gesellschaft im Kern aus?	Was macht Excel-Shift im Herden aus?	[2]: ein vs excel-shift | [3]: gesellschaft vs im | [4]: im vs herden | [5]: kern vs aus? | Length mismatch: DAT(7) vs DIT(6)
e6a8968c-d53c-4f76-80b5-15923136987b/5a2ac287bbaab6a8250cb830314cf2e19b3af09a9d19b1e4574493c2c9016295.flac	Schon zur Pause lag Moto Club mit 3:0 in Front.	Schabiss der Pasele den Motorklock mit 13.0 infront.	Schabiszer pauselite Motto klopme drütsenol in Front.	[0]: schabiss vs schabiszer | [1]: der vs pauselite | [2]: pasele vs motto | [3]: den vs klopme | [4]: motorklock vs drütsenol | [5]: mit vs in | [6]: 13.0 vs front. | Length mismatch: DAT(8) vs DIT(7)
99c4f9b3-262d-4050-9973-a4abb8046872/e72f2f7304dff14bd64786b78121c7320a2132fccd4f8984ea7c8aec87900429.flac	Am Donnerstag und Freitag lockt sie mit garantiert kühlen Drinks.	Anweschen und friedig lockt sie mit garantiert kühlen Trinkens.	am分 ver звон Forgetglogz me ihren gravityert die aleränkest.	[0]: anweschen vs am分 | [1]: und vs ver | [2]: friedig vs звон | [3]: lockt vs forgetglogz | [4]: sie vs me | [5]: mit vs ihren | [6]: garantiert vs gravityert | [7]: kühlen vs die | [8]: trinkens. vs aleränkest.
6858a37b-edd0-4fdf-871c-96d3b1bd3e21/ba4b6c7b912624c6e406393942171cf2f74c4908a8c64d7b242dd31f2b2a793d.flac	Damit baut er eine starke Beziehung zum Kind auf.	Damit baut er ein starker Weizeg zum Rindow.	Damit baut er, er starke Witzig zum Rindof.	[2]: er vs er, | [3]: ein vs er | [4]: starker vs starke | [5]: weizeg vs witzig | [7]: rindow. vs rindof.
00fafc97-bf8b-4f35-ae97-b22e83e150f2/46927ea7c208093f159d23573999d60a28a0ca0503372566fb677afcd397ebf4.flac	An den mag ich mich gut erinnern.	Auch, der Mal ist einutter herinnerer	<|hi|>chen mice Bali Ericos	[0]: auch, vs <|hi|>chen | [1]: der vs mice | [2]: mal vs bali | [3]: ist vs ericos | Length mismatch: DAT(6) vs DIT(4)
aecb57fd-dc7b-47b5-ab91-27307f50e92c/683b0c25f88d18131fa254c0edf4a0a63a9000480cddbf36b4122e83a4459bd0.flac	Er habe die Angelegenheit auch sehr bedauert.	Eこの Setze stehtrirpildurt	Er hat laut Glück!! In Ring auferald ein backingberger Büro!	[0]: eこの vs er | [1]: setze vs hat | [2]: stehtrirpildurt vs laut | Length mismatch: DAT(3) vs DIT(10)
0f19ca1d-11fe-4822-83e9-4d0f7bcce0cd/907d19e03c1ea4ad2bd9cd2a7a424cc3960cd7ee2dd74ba4cbbf3d72ab9224b7.flac	Und die Ergebnisse sprechen für sich.	Und der Gapnis sprechen für sich.	Und der Gapnis sprachet für sich.	[3]: sprechen vs sprachet
2346f20d-b2bc-4712-8c83-5e376731a1c9/64ea216f3d76988547131e18edd3e7bf7801a5067482480a454bd9232c40d43e.flac	Wegen Aussetzung verlangte er eine unbedingte Freiheitsstrafe von 3,5 Jahren.	Werke aussetzig verlangt er unbedingt die Freiheitstrafe vor 3,5 Jahren.	Wakausätig verlangt der unbedingt die Freiheitstrafe von Rührhalb Jörg.	[0]: werke vs wakausätig | [1]: aussetzig vs verlangt | [2]: verlangt vs der | [3]: er vs unbedingt | [4]: unbedingt vs die | [5]: die vs freiheitstrafe | [6]: freiheitstrafe vs von | [7]: vor vs rührhalb | [8]: 3,5 vs jörg. | Length mismatch: DAT(10) vs DIT(9)
6e084270-8d26-43d9-ba69-5e8ee793ab8c/dd909a2bdf666aed6909ed8b19103be109284205792869411faff7c916c685f4.flac	Nicht alle Eltern können sich das leisten.	Mit alle Ältere kann sich das leisten.	Nicht alle altragend sich das Leiste.	[0]: mit vs nicht | [2]: ältere vs altragend | [3]: kann vs sich | [4]: sich vs das | [5]: das vs leiste. | Length mismatch: DAT(7) vs DIT(6)
e4d6b98b-b3f3-4e0f-9954-4abb7de23540/8a6bc7d381f922f04063ff139a48545bd7256544e82802c397fc55de8e94aedc.flac	Die beiden DJs haben ihren Sound weiterentwickelt.	Die Bedeze haben die phones, die Sonne und die dünß m deber ich hören.	ich bae die L lace undAA Ich bae die Lise und<|hr|> Bip foolish tus und ist sicher w GETT	[0]: die vs ich | [1]: bedeze vs bae | [2]: haben vs die | [3]: die vs l | [4]: phones, vs lace | [5]: die vs undaa | [6]: sonne vs ich | [7]: und vs bae | [9]: dünß vs lise | [10]: m vs und<|hr|> | [11]: deber vs bip | [12]: ich vs foolish | [13]: hören. vs tus | Length mismatch: DAT(14) vs DIT(19)
3ce6b6dc-6c03-48c1-83bd-024bbecfaf9a/6defe8c525dbd1b1275111615036896fe4059d1c94942706d14d33959813e62a.flac	Daniele De Rossi schoss die Römer früh in Führung.	Die Daniele der Rossi, die Räumere, frühe in die Führung zu schossen.	Da niedrelei AirPods kommen hab ich von einer Fliegel-Shodi	[0]: die vs da | [1]: daniele vs niedrelei | [2]: der vs airpods | [3]: rossi, vs kommen | [4]: die vs hab | [5]: räumere, vs ich | [6]: frühe vs von | [7]: in vs einer | [8]: die vs fliegel-shodi | Length mismatch: DAT(12) vs DIT(9)
0f19ca1d-11fe-4822-83e9-4d0f7bcce0cd/90449762664e20e701c175596fe976c9257efea6dce34fa5c81c359cb88ef828.flac	Für einen Umzug nach Hollywood bin ich nicht ­bereit.	Für einen Umzug auf Hollywood bin ich mit Parat.	Für ein Umzug auf Hollywood bin ich nichtrad.	[1]: einen vs ein | [7]: mit vs nichtrad. | Length mismatch: DAT(9) vs DIT(8)
68931ace-d879-48a2-b92b-0630ff454bdf/d34272ae815dad46cc72997004d77fb0bc34b376738cce4a2f64e37a47fc9ede.flac	Es gehe auch darum zu leben.	Es geht ja drunter blab.	es geht wieder an unser Problem	[2]: ja vs wieder | [3]: drunter vs an | [4]: blab. vs unser | Length mismatch: DAT(5) vs DIT(6)
2346f20d-b2bc-4712-8c83-5e376731a1c9/74e6df4b3c167e25ed5f97db384588c483fa24f6f85d7bbb64e5591ec52085a3.flac	Das Liebespaar will sogar bald heiraten.	sterleb ESTD einieurs Tag,redit abannten Ministeriet z.B. Snyder, 79 whale, 24 피lter links Stabilis, 22 ál am Apinpaketabendartig umлишком Prioritàieważ es sich pledgeNot zu spielen. Christoph	すり je passport www.tra.mpw	[0]: sterleb vs すり | [1]: estd vs je | [2]: einieurs vs passport | [3]: tag,redit vs www.tra.mpw | Length mismatch: DAT(26) vs DIT(4)
c4c03e6f-50a2-4d24-ae88-caf3032798fa/b5009507ded04c37923cdb0f0efe469fcd199c17ac7a97914459f674657fac3c.flac	Wie bzw. nach welchen Kriterien werden die Stundenansätze für ein Geschäft berechnet?	Wie, bezwiegezwies, nach welcher Kriterie werden die Stunde Satz für ein Geschäft berechnet?	Wir bezwiegst uns nach Wartekritärien, werden die Stunde Satz für das Schaf berachnet.	[0]: wie, vs wir | [1]: bezwiegezwies, vs bezwiegst | [2]: nach vs uns | [3]: welcher vs nach | [4]: kriterie vs wartekritärien, | [10]: ein vs das | [11]: geschäft vs schaf | [12]: berechnet? vs berachnet.
2be89650-fc8e-429a-a8e3-2e92b3538639/cf9ef4058138d461bb9391c7693d7502ddcd730b194fb4523a4432f6b1cfff54.flac	Da bin ich mir ehrlich gesagt nicht so sicher.	Da bin ich mir ehrlich gesagt nicht zu züchern.	Da bin ich mir ehrlich gesagt nicht zu sicher.	[8]: züchern. vs sicher.
