clip_id,src_word_index,target_word_index,is_same_position,position_score,src_word,dat_word,dit_word,dat_lev_sim,dit_lev_sim,dat_combined_weighted,dat_combined_harmonic,dit_combined_weighted,dit_combined_harmonic,dat_advantage,src_len,dat_len,dit_len
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,0,12,0,0.188,Aus,und,jetzt,0.889,0.815,0.866,0.849,0.814,0.813,0.074,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,0,13,0,0.203,Aus,muss,gehen,0.926,0.815,0.887,0.857,0.81,0.806,0.111,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,0,14,0,0.219,Aus,er,wir,0.889,0.889,0.857,0.832,0.857,0.832,0.0,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,0,15,0,0.234,Aus,aufs,uns,0.963,0.926,0.904,0.853,0.878,0.838,0.037,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,0,16,0,0.25,Aus,Notwendigsten,kurz,0.556,0.889,0.614,0.639,0.847,0.814,-0.333,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,0,17,0,0.266,Aus,beschränken.,auf.,0.63,0.963,0.661,0.678,0.894,0.833,-0.333,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,0,18,0,0.281,Aus,,Das,0.889,0.926,0.838,0.795,0.864,0.809,-0.037,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,0,19,0,0.297,Aus,,ist,0.889,0.889,0.833,0.785,0.833,0.785,0.0,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,0,20,0,0.312,Aus,,esse,0.889,0.889,0.829,0.776,0.829,0.776,0.0,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,0,21,0,0.328,Aus,,ganze,0.889,0.852,0.824,0.765,0.798,0.751,0.037,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,0,22,0,0.344,Aus,,"naprtte,",0.889,0.778,0.819,0.755,0.741,0.712,0.111,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,0,23,0,0.359,Aus,,da,0.889,0.889,0.815,0.745,0.815,0.745,0.0,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,0,24,0,0.375,Aus,,unter,0.889,0.815,0.81,0.734,0.758,0.707,0.074,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,0,25,0,0.391,Aus,,dem,0.889,0.889,0.805,0.723,0.805,0.723,0.0,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,0,26,0,0.406,Aus,,Umgang,0.889,0.815,0.8,0.712,0.749,0.687,0.074,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,0,27,0,0.422,Aus,,"chaiert,",0.889,0.778,0.796,0.701,0.718,0.663,0.111,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,0,28,0,0.438,Aus,,weil,0.889,0.852,0.791,0.689,0.765,0.677,0.037,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,0,29,0,0.453,Aus,,nicht,0.889,0.815,0.786,0.677,0.735,0.655,0.074,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,0,30,0,0.469,Aus,,auf,0.889,0.963,0.782,0.665,0.833,0.685,-0.074,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,0,31,0,0.484,Aus,,Streamspann,0.889,0.667,0.777,0.653,0.622,0.582,0.222,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,0,32,0,0.5,Aus,,ydrant,0.889,0.815,0.772,0.64,0.72,0.62,0.074,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,0,33,0,0.516,Aus,,zugineinander,0.889,0.556,0.767,0.627,0.534,0.518,0.333,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,0,34,0,0.531,Aus,,hinsiert.,0.889,0.741,0.763,0.614,0.659,0.574,0.148,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,0,35,0,0.547,Aus,,Die,0.889,0.889,0.758,0.6,0.758,0.6,0.0,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,0,36,0,0.562,Aus,,in,0.889,0.889,0.754,0.587,0.754,0.587,0.0,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,0,37,0,0.578,Aus,,dem,0.889,0.889,0.749,0.572,0.749,0.572,0.0,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,0,38,0,0.594,Aus,,Haus,0.889,0.963,0.744,0.557,0.796,0.571,-0.074,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,0,39,0,0.609,Aus,,ist,0.889,0.889,0.74,0.543,0.74,0.543,0.0,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,0,40,0,0.625,Aus,,tatsächlich,0.889,0.667,0.735,0.527,0.579,0.48,0.222,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,0,41,0,0.641,Aus,,mit서버dle,0.889,0.704,0.73,0.511,0.601,0.476,0.185,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,0,42,0,0.656,Aus,,und,0.889,0.889,0.726,0.496,0.726,0.496,0.0,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,0,43,0,0.672,Aus,,Er,0.889,0.889,0.721,0.479,0.721,0.479,0.0,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,0,44,0,0.688,Aus,,kidneys,0.889,0.778,0.716,0.462,0.638,0.445,0.111,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,0,45,0,0.703,Aus,,angehhen.,0.889,0.741,0.711,0.445,0.608,0.424,0.148,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,0,46,0,0.719,Aus,,Das,0.889,0.926,0.707,0.427,0.733,0.431,-0.037,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,0,47,0,0.734,Aus,,ist,0.889,0.889,0.702,0.409,0.702,0.409,0.0,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,0,48,0,0.75,Aus,,ein,0.889,0.889,0.697,0.39,0.697,0.39,0.0,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,0,49,0,0.766,Aus,,"Viertel,",0.889,0.741,0.693,0.37,0.589,0.356,0.148,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,0,50,0,0.781,Aus,,das,0.889,0.926,0.688,0.351,0.714,0.354,-0.037,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,0,51,0,0.797,Aus,,ist,0.889,0.889,0.683,0.331,0.683,0.331,0.0,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,0,52,0,0.812,Aus,,noch,0.889,0.852,0.679,0.31,0.653,0.308,0.037,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,0,53,0,0.828,Aus,,präz,0.889,0.852,0.674,0.288,0.648,0.286,0.037,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,0,54,0,0.844,Aus,,Bullet,0.889,0.815,0.669,0.265,0.617,0.262,0.074,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,0,55,0,0.859,Aus,,von,0.889,0.889,0.665,0.243,0.665,0.243,0.0,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,0,56,0,0.875,Aus,,er,0.889,0.889,0.66,0.219,0.66,0.219,0.0,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,0,57,0,0.891,Aus,,"BMW,",0.889,0.889,0.655,0.194,0.655,0.194,0.0,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,0,58,0,0.906,Aus,,equierung,0.889,0.704,0.65,0.17,0.521,0.166,0.185,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,0,59,0,0.922,Aus,,einer,0.889,0.815,0.646,0.143,0.594,0.142,0.074,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,0,60,0,0.938,Aus,,der,0.889,0.889,0.641,0.116,0.641,0.116,0.0,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,0,61,0,0.953,Aus,,친구ereium.,0.889,0.741,0.636,0.089,0.533,0.088,0.148,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,0,62,0,0.969,Aus,,Breakkt,0.889,0.778,0.632,0.06,0.554,0.06,0.111,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,0,63,0,0.984,Aus,,bei,0.889,0.889,0.627,0.031,0.627,0.031,0.0,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,0,64,0,1.0,Aus,,"denritieren,",0.889,0.593,0.622,0.0,0.415,0.0,0.296,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,1,0,0,0.016,der,Aus,Er,0.889,0.963,0.917,0.934,0.969,0.973,-0.074,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,1,1,1,0.0,der,der,bist,1.0,0.852,1.0,1.0,0.896,0.92,0.148,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,1,2,0,0.016,der,Sicht,keinNarrator,0.815,0.63,0.866,0.892,0.736,0.768,0.185,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,1,3,0,0.031,der,der,aus.,1.0,0.889,0.991,0.984,0.913,0.927,0.111,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,1,4,0,0.047,der,FDP,Es,0.889,0.926,0.908,0.92,0.934,0.939,-0.037,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,1,5,0,0.062,der,sollte,happens,0.778,0.778,0.826,0.851,0.826,0.851,0.0,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,1,6,0,0.078,der,man,ja,0.889,0.889,0.899,0.905,0.899,0.905,0.0,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,1,7,0,0.094,der,ausalterisch,auch,0.63,0.852,0.713,0.743,0.868,0.878,-0.222,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,1,8,0,0.109,der,mit,auf,0.889,0.889,0.89,0.89,0.89,0.89,0.0,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,1,9,0,0.125,der,der,der,1.0,1.0,0.963,0.933,0.963,0.933,0.0,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,1,10,0,0.141,der,Mittel,Heffe.,0.815,0.852,0.828,0.836,0.854,0.855,-0.037,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,1,11,0,0.156,der,umgehen,Run,0.778,0.889,0.798,0.81,0.875,0.866,-0.111,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,1,12,0,0.172,der,und,jetzt,0.889,0.852,0.871,0.857,0.845,0.84,0.037,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,1,13,0,0.188,der,muss,gehen,0.852,0.852,0.84,0.832,0.84,0.832,0.0,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,1,14,0,0.203,der,er,wir,0.963,0.926,0.913,0.872,0.887,0.857,0.037,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,1,15,0,0.219,der,aufs,uns,0.852,0.889,0.831,0.815,0.857,0.832,-0.037,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,1,16,0,0.234,der,Notwendigsten,kurz,0.593,0.889,0.645,0.668,0.852,0.823,-0.296,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,1,17,0,0.25,der,beschränken.,auf.,0.667,0.889,0.692,0.706,0.847,0.814,-0.222,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,1,18,0,0.266,der,,Das,0.889,0.926,0.843,0.804,0.868,0.819,-0.037,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,1,19,0,0.281,der,,ist,0.889,0.889,0.838,0.795,0.838,0.795,0.0,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,1,20,0,0.297,der,,esse,0.889,0.852,0.833,0.785,0.807,0.77,0.037,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,1,21,0,0.312,der,,ganze,0.889,0.815,0.829,0.776,0.777,0.746,0.074,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,1,22,0,0.328,der,,"naprtte,",0.889,0.778,0.824,0.765,0.746,0.721,0.111,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,1,23,0,0.344,der,,da,0.889,0.926,0.819,0.755,0.845,0.768,-0.037,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,1,24,0,0.359,der,,unter,0.889,0.889,0.815,0.745,0.815,0.745,0.0,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,1,25,0,0.375,der,,dem,0.889,0.963,0.81,0.734,0.862,0.758,-0.074,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,1,26,0,0.391,der,,Umgang,0.889,0.778,0.805,0.723,0.727,0.683,0.111,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,1,27,0,0.406,der,,"chaiert,",0.889,0.815,0.8,0.712,0.749,0.687,0.074,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,1,28,0,0.422,der,,weil,0.889,0.889,0.796,0.701,0.796,0.701,0.0,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,1,29,0,0.438,der,,nicht,0.889,0.815,0.791,0.689,0.739,0.665,0.074,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,1,30,0,0.453,der,,auf,0.889,0.889,0.786,0.677,0.786,0.677,0.0,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,1,31,0,0.469,der,,Streamspann,0.889,0.63,0.782,0.665,0.6,0.576,0.259,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,1,32,0,0.484,der,,ydrant,0.889,0.815,0.777,0.653,0.725,0.632,0.074,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,1,33,0,0.5,der,,zugineinander,0.889,0.63,0.772,0.64,0.591,0.558,0.259,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,1,34,0,0.516,der,,hinsiert.,0.889,0.778,0.767,0.627,0.69,0.597,0.111,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,1,35,0,0.531,der,,Die,0.889,0.926,0.763,0.614,0.789,0.623,-0.037,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,1,36,0,0.547,der,,in,0.889,0.889,0.758,0.6,0.758,0.6,0.0,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,1,37,0,0.562,der,,dem,0.889,0.963,0.754,0.587,0.805,0.602,-0.074,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,1,38,0,0.578,der,,Haus,0.889,0.852,0.749,0.572,0.723,0.564,0.037,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,1,39,0,0.594,der,,ist,0.889,0.889,0.744,0.557,0.744,0.557,0.0,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,1,40,0,0.609,der,,tatsächlich,0.889,0.593,0.74,0.543,0.532,0.471,0.296,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,1,41,0,0.625,der,,mit서버dle,0.889,0.741,0.735,0.527,0.631,0.498,0.148,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,1,42,0,0.641,der,,und,0.889,0.889,0.73,0.511,0.73,0.511,0.0,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,1,43,0,0.656,der,,Er,0.889,0.963,0.726,0.496,0.777,0.507,-0.074,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,1,44,0,0.672,der,,kidneys,0.889,0.815,0.721,0.479,0.669,0.468,0.074,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,1,45,0,0.688,der,,angehhen.,0.889,0.741,0.716,0.462,0.612,0.439,0.148,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,1,46,0,0.703,der,,Das,0.889,0.926,0.711,0.445,0.737,0.45,-0.037,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,1,47,0,0.719,der,,ist,0.889,0.889,0.707,0.427,0.707,0.427,0.0,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,1,48,0,0.734,der,,ein,0.889,0.889,0.702,0.409,0.702,0.409,0.0,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,1,49,0,0.75,der,,"Viertel,",0.889,0.815,0.697,0.39,0.645,0.383,0.074,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,1,50,0,0.766,der,,das,0.889,0.926,0.693,0.37,0.718,0.374,-0.037,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,1,51,0,0.781,der,,ist,0.889,0.889,0.688,0.351,0.688,0.351,0.0,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,1,52,0,0.797,der,,noch,0.889,0.852,0.683,0.331,0.657,0.328,0.037,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,1,53,0,0.812,der,,präz,0.889,0.852,0.679,0.31,0.653,0.308,0.037,20,18,65
clips\f975c67c-35a5-4cac-8195-51f456b59edc\06c61e48b56ba0e9395d9e5e09638059078d51ccdc93d800758cd656f1dbaa5a.flac,1,54,0,0.828,der,,Bullet,0.889,0.815,0.674,0.288,0.622,0.284,0.074,20,18,65
