clip_id,src_word_index,target_word_index,is_same_position,position_score,src_word,dat_word,dit_word,dat_lev_sim,dit_lev_sim,dat_combined_weighted,dat_combined_harmonic,dit_combined_weighted,dit_combined_harmonic,dat_advantage,src_len,dat_len,dit_len
clips\6858a37b-edd0-4fdf-871c-96d3b1bd3e21\8034e272e94f1971b11d316f3762f88444c6dd6d6d26f14c0b3deb0b408eeb5f.flac,1,4,0,0.5,Kürze,eine,eine,0.2,0.2,0.29,0.286,0.29,0.286,0.0,7,7,7
clips\6858a37b-edd0-4fdf-871c-96d3b1bd3e21\8034e272e94f1971b11d316f3762f88444c6dd6d6d26f14c0b3deb0b408eeb5f.flac,1,5,0,0.667,Kürze,kurze,Größi,0.8,0.0,0.66,0.47,0.1,0.0,0.8,7,7,7
clips\6858a37b-edd0-4fdf-871c-96d3b1bd3e21\8034e272e94f1971b11d316f3762f88444c6dd6d6d26f14c0b3deb0b408eeb5f.flac,1,6,0,0.833,Kürze,Zusammenfassung.,zusammenfassig.,0.067,0.071,0.097,0.096,0.1,0.1,-0.004,7,7,7
clips\6858a37b-edd0-4fdf-871c-96d3b1bd3e21\8034e272e94f1971b11d316f3762f88444c6dd6d6d26f14c0b3deb0b408eeb5f.flac,2,0,0,0.333,folgt,In,In,0.0,0.0,0.2,0.0,0.2,0.0,0.0,7,7,7
clips\6858a37b-edd0-4fdf-871c-96d3b1bd3e21\8034e272e94f1971b11d316f3762f88444c6dd6d6d26f14c0b3deb0b408eeb5f.flac,2,1,0,0.167,folgt,Kürze,Größi,0.0,0.0,0.25,0.0,0.25,0.0,0.0,7,7,7
clips\6858a37b-edd0-4fdf-871c-96d3b1bd3e21\8034e272e94f1971b11d316f3762f88444c6dd6d6d26f14c0b3deb0b408eeb5f.flac,2,2,1,0.0,folgt,folgt,folgt,1.0,1.0,1.0,1.0,1.0,1.0,0.0,7,7,7
clips\6858a37b-edd0-4fdf-871c-96d3b1bd3e21\8034e272e94f1971b11d316f3762f88444c6dd6d6d26f14c0b3deb0b408eeb5f.flac,2,3,0,0.167,folgt,da,da,0.0,0.0,0.25,0.0,0.25,0.0,0.0,7,7,7
clips\6858a37b-edd0-4fdf-871c-96d3b1bd3e21\8034e272e94f1971b11d316f3762f88444c6dd6d6d26f14c0b3deb0b408eeb5f.flac,2,4,0,0.333,folgt,eine,eine,0.0,0.0,0.2,0.0,0.2,0.0,0.0,7,7,7
clips\6858a37b-edd0-4fdf-871c-96d3b1bd3e21\8034e272e94f1971b11d316f3762f88444c6dd6d6d26f14c0b3deb0b408eeb5f.flac,2,5,0,0.5,folgt,kurze,Größi,0.0,0.0,0.15,0.0,0.15,0.0,0.0,7,7,7
clips\6858a37b-edd0-4fdf-871c-96d3b1bd3e21\8034e272e94f1971b11d316f3762f88444c6dd6d6d26f14c0b3deb0b408eeb5f.flac,2,6,0,0.667,folgt,Zusammenfassung.,zusammenfassig.,0.067,0.071,0.147,0.112,0.15,0.117,-0.004,7,7,7
clips\6858a37b-edd0-4fdf-871c-96d3b1bd3e21\8034e272e94f1971b11d316f3762f88444c6dd6d6d26f14c0b3deb0b408eeb5f.flac,3,0,0,0.5,hier,In,In,0.25,0.25,0.325,0.333,0.325,0.333,0.0,7,7,7
clips\6858a37b-edd0-4fdf-871c-96d3b1bd3e21\8034e272e94f1971b11d316f3762f88444c6dd6d6d26f14c0b3deb0b408eeb5f.flac,3,1,0,0.333,hier,Kürze,Größi,0.0,0.0,0.2,0.0,0.2,0.0,0.0,7,7,7
clips\6858a37b-edd0-4fdf-871c-96d3b1bd3e21\8034e272e94f1971b11d316f3762f88444c6dd6d6d26f14c0b3deb0b408eeb5f.flac,3,2,0,0.167,hier,folgt,folgt,0.0,0.0,0.25,0.0,0.25,0.0,0.0,7,7,7
clips\6858a37b-edd0-4fdf-871c-96d3b1bd3e21\8034e272e94f1971b11d316f3762f88444c6dd6d6d26f14c0b3deb0b408eeb5f.flac,3,3,1,0.0,hier,da,da,0.0,0.0,0.3,0.0,0.3,0.0,0.0,7,7,7
clips\6858a37b-edd0-4fdf-871c-96d3b1bd3e21\8034e272e94f1971b11d316f3762f88444c6dd6d6d26f14c0b3deb0b408eeb5f.flac,3,4,0,0.167,hier,eine,eine,0.25,0.25,0.425,0.385,0.425,0.385,0.0,7,7,7
clips\6858a37b-edd0-4fdf-871c-96d3b1bd3e21\8034e272e94f1971b11d316f3762f88444c6dd6d6d26f14c0b3deb0b408eeb5f.flac,3,5,0,0.333,hier,kurze,Größi,0.0,0.0,0.2,0.0,0.2,0.0,0.0,7,7,7
clips\6858a37b-edd0-4fdf-871c-96d3b1bd3e21\8034e272e94f1971b11d316f3762f88444c6dd6d6d26f14c0b3deb0b408eeb5f.flac,3,6,0,0.5,hier,Zusammenfassung.,zusammenfassig.,0.067,0.071,0.197,0.118,0.2,0.124,-0.004,7,7,7
clips\6858a37b-edd0-4fdf-871c-96d3b1bd3e21\8034e272e94f1971b11d316f3762f88444c6dd6d6d26f14c0b3deb0b408eeb5f.flac,4,0,0,0.667,eine,In,In,0.5,0.5,0.45,0.4,0.45,0.4,0.0,7,7,7
clips\6858a37b-edd0-4fdf-871c-96d3b1bd3e21\8034e272e94f1971b11d316f3762f88444c6dd6d6d26f14c0b3deb0b408eeb5f.flac,4,1,0,0.5,eine,Kürze,Größi,0.2,0.0,0.29,0.286,0.15,0.0,0.2,7,7,7
clips\6858a37b-edd0-4fdf-871c-96d3b1bd3e21\8034e272e94f1971b11d316f3762f88444c6dd6d6d26f14c0b3deb0b408eeb5f.flac,4,2,0,0.333,eine,folgt,folgt,0.0,0.0,0.2,0.0,0.2,0.0,0.0,7,7,7
clips\6858a37b-edd0-4fdf-871c-96d3b1bd3e21\8034e272e94f1971b11d316f3762f88444c6dd6d6d26f14c0b3deb0b408eeb5f.flac,4,3,0,0.167,eine,da,da,0.0,0.0,0.25,0.0,0.25,0.0,0.0,7,7,7
clips\6858a37b-edd0-4fdf-871c-96d3b1bd3e21\8034e272e94f1971b11d316f3762f88444c6dd6d6d26f14c0b3deb0b408eeb5f.flac,4,4,1,0.0,eine,eine,eine,1.0,1.0,1.0,1.0,1.0,1.0,0.0,7,7,7
clips\6858a37b-edd0-4fdf-871c-96d3b1bd3e21\8034e272e94f1971b11d316f3762f88444c6dd6d6d26f14c0b3deb0b408eeb5f.flac,4,5,0,0.167,eine,kurze,Größi,0.2,0.0,0.39,0.323,0.25,0.0,0.2,7,7,7
clips\6858a37b-edd0-4fdf-871c-96d3b1bd3e21\8034e272e94f1971b11d316f3762f88444c6dd6d6d26f14c0b3deb0b408eeb5f.flac,4,6,0,0.333,eine,Zusammenfassung.,zusammenfassig.,0.133,0.071,0.293,0.222,0.25,0.128,0.062,7,7,7
clips\6858a37b-edd0-4fdf-871c-96d3b1bd3e21\8034e272e94f1971b11d316f3762f88444c6dd6d6d26f14c0b3deb0b408eeb5f.flac,5,0,0,0.833,kurze,In,In,0.0,0.0,0.05,0.0,0.05,0.0,0.0,7,7,7
clips\6858a37b-edd0-4fdf-871c-96d3b1bd3e21\8034e272e94f1971b11d316f3762f88444c6dd6d6d26f14c0b3deb0b408eeb5f.flac,5,1,0,0.667,kurze,Kürze,Größi,0.8,0.0,0.66,0.47,0.1,0.0,0.8,7,7,7
clips\6858a37b-edd0-4fdf-871c-96d3b1bd3e21\8034e272e94f1971b11d316f3762f88444c6dd6d6d26f14c0b3deb0b408eeb5f.flac,5,2,0,0.5,kurze,folgt,folgt,0.0,0.0,0.15,0.0,0.15,0.0,0.0,7,7,7
clips\6858a37b-edd0-4fdf-871c-96d3b1bd3e21\8034e272e94f1971b11d316f3762f88444c6dd6d6d26f14c0b3deb0b408eeb5f.flac,5,3,0,0.333,kurze,da,da,0.0,0.0,0.2,0.0,0.2,0.0,0.0,7,7,7
clips\6858a37b-edd0-4fdf-871c-96d3b1bd3e21\8034e272e94f1971b11d316f3762f88444c6dd6d6d26f14c0b3deb0b408eeb5f.flac,5,4,0,0.167,kurze,eine,eine,0.2,0.2,0.39,0.323,0.39,0.323,0.0,7,7,7
clips\6858a37b-edd0-4fdf-871c-96d3b1bd3e21\8034e272e94f1971b11d316f3762f88444c6dd6d6d26f14c0b3deb0b408eeb5f.flac,5,5,1,0.0,kurze,kurze,Größi,1.0,0.0,1.0,1.0,0.3,0.0,1.0,7,7,7
clips\6858a37b-edd0-4fdf-871c-96d3b1bd3e21\8034e272e94f1971b11d316f3762f88444c6dd6d6d26f14c0b3deb0b408eeb5f.flac,5,6,0,0.167,kurze,Zusammenfassung.,zusammenfassig.,0.133,0.143,0.343,0.229,0.35,0.244,-0.01,7,7,7
clips\6858a37b-edd0-4fdf-871c-96d3b1bd3e21\8034e272e94f1971b11d316f3762f88444c6dd6d6d26f14c0b3deb0b408eeb5f.flac,6,0,0,1.0,Zusammenfassung.,In,In,0.067,0.067,0.047,0.0,0.047,0.0,0.0,7,7,7
clips\6858a37b-edd0-4fdf-871c-96d3b1bd3e21\8034e272e94f1971b11d316f3762f88444c6dd6d6d26f14c0b3deb0b408eeb5f.flac,6,1,0,0.833,Zusammenfassung.,Kürze,Größi,0.067,0.133,0.097,0.096,0.143,0.148,-0.066,7,7,7
clips\6858a37b-edd0-4fdf-871c-96d3b1bd3e21\8034e272e94f1971b11d316f3762f88444c6dd6d6d26f14c0b3deb0b408eeb5f.flac,6,2,0,0.667,Zusammenfassung.,folgt,folgt,0.067,0.067,0.147,0.112,0.147,0.112,0.0,7,7,7
clips\6858a37b-edd0-4fdf-871c-96d3b1bd3e21\8034e272e94f1971b11d316f3762f88444c6dd6d6d26f14c0b3deb0b408eeb5f.flac,6,3,0,0.5,Zusammenfassung.,da,da,0.067,0.067,0.197,0.118,0.197,0.118,0.0,7,7,7
clips\6858a37b-edd0-4fdf-871c-96d3b1bd3e21\8034e272e94f1971b11d316f3762f88444c6dd6d6d26f14c0b3deb0b408eeb5f.flac,6,4,0,0.333,Zusammenfassung.,eine,eine,0.133,0.133,0.293,0.222,0.293,0.222,0.0,7,7,7
clips\6858a37b-edd0-4fdf-871c-96d3b1bd3e21\8034e272e94f1971b11d316f3762f88444c6dd6d6d26f14c0b3deb0b408eeb5f.flac,6,5,0,0.167,Zusammenfassung.,kurze,Größi,0.133,0.133,0.343,0.229,0.343,0.229,0.0,7,7,7
clips\6858a37b-edd0-4fdf-871c-96d3b1bd3e21\8034e272e94f1971b11d316f3762f88444c6dd6d6d26f14c0b3deb0b408eeb5f.flac,6,6,1,0.0,Zusammenfassung.,Zusammenfassung.,zusammenfassig.,1.0,0.867,1.0,1.0,0.907,0.929,0.133,7,7,7
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,0,0,1,0.0,Besonders,Besonders,Besonders,1.0,1.0,1.0,1.0,1.0,1.0,0.0,11,13,12
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,0,1,0,0.083,Besonders,till,Ziel,0.0,0.111,0.275,0.0,0.353,0.198,-0.111,11,13,12
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,0,2,0,0.167,Besonders,wie,wird,0.111,0.111,0.328,0.196,0.328,0.196,0.0,11,13,12
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,0,3,0,0.25,Besonders,ein,"Steiner,",0.222,0.333,0.38,0.343,0.458,0.461,-0.111,11,13,12
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,0,4,0,0.333,Besonders,Schneiner,hat,0.111,0.0,0.278,0.19,0.2,0.0,0.111,11,13,12
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,0,5,0,0.417,Besonders,hat,wieder,0.0,0.333,0.175,0.0,0.408,0.424,-0.333,11,13,12
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,0,6,0,0.5,Besonders,bei,Wolle,0.222,0.222,0.305,0.307,0.305,0.307,0.0,11,13,12
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,0,7,0,0.583,Besonders,der,bis,0.333,0.222,0.358,0.37,0.28,0.29,0.111,11,13,12
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,0,8,0,0.667,Besonders,Wahl,er,0.0,0.222,0.1,0.0,0.255,0.266,-0.222,11,13,12
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,0,9,0,0.75,Besonders,besser,abgeschnitten,0.556,0.308,0.464,0.345,0.291,0.276,0.248,11,13,12
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,0,10,0,0.833,Besonders,abgeschnitten,aus,0.308,0.111,0.266,0.217,0.128,0.133,0.197,11,13,12
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,0,11,0,0.917,Besonders,als,erwartet.,0.111,0.111,0.103,0.095,0.103,0.095,0.0,11,13,12
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,0,12,0,1.0,Besonders,erwartet.,,0.111,0.0,0.078,0.0,0.0,0.0,0.111,11,13,12
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,1,0,0,0.083,Silvia,Besonders,Besonders,0.111,0.111,0.353,0.198,0.353,0.198,0.0,11,13,12
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,1,1,1,0.0,Silvia,till,Ziel,0.333,0.167,0.533,0.5,0.417,0.286,0.166,11,13,12
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,1,2,0,0.083,Silvia,wie,wird,0.167,0.167,0.392,0.283,0.392,0.283,0.0,11,13,12
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,1,3,0,0.167,Silvia,ein,"Steiner,",0.167,0.143,0.367,0.278,0.35,0.244,0.024,11,13,12
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,1,4,0,0.25,Silvia,Schneiner,hat,0.222,0.0,0.38,0.343,0.225,0.0,0.222,11,13,12
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,1,5,0,0.333,Silvia,hat,wieder,0.0,0.167,0.2,0.0,0.317,0.267,-0.167,11,13,12
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,1,6,0,0.417,Silvia,bei,Wolle,0.167,0.167,0.292,0.26,0.292,0.26,0.0,11,13,12
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,1,7,0,0.5,Silvia,der,bis,0.0,0.167,0.15,0.0,0.267,0.25,-0.167,11,13,12
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,1,8,0,0.583,Silvia,Wahl,er,0.0,0.0,0.125,0.0,0.125,0.0,0.0,11,13,12
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,1,9,0,0.667,Silvia,besser,abgeschnitten,0.0,0.154,0.1,0.0,0.208,0.211,-0.154,11,13,12
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,1,10,0,0.75,Silvia,abgeschnitten,aus,0.154,0.0,0.183,0.191,0.075,0.0,0.154,11,13,12
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,1,11,0,0.833,Silvia,als,erwartet.,0.167,0.0,0.167,0.167,0.05,0.0,0.167,11,13,12
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,1,12,0,0.917,Silvia,erwartet.,,0.0,0.0,0.025,0.0,0.025,0.0,0.0,11,13,12
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,2,0,0,0.167,Steiner,Besonders,Besonders,0.333,0.333,0.483,0.476,0.483,0.476,0.0,11,13,12
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,2,1,0,0.083,Steiner,till,Ziel,0.286,0.286,0.475,0.436,0.475,0.436,0.0,11,13,12
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,2,2,1,0.0,Steiner,wie,wird,0.286,0.143,0.5,0.445,0.4,0.25,0.143,11,13,12
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,2,3,0,0.083,Steiner,ein,"Steiner,",0.429,1.0,0.575,0.585,0.975,0.957,-0.571,11,13,12
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,2,4,0,0.167,Steiner,Schneiner,hat,0.667,0.0,0.717,0.741,0.25,0.0,0.667,11,13,12
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,2,5,0,0.25,Steiner,hat,wieder,0.0,0.429,0.225,0.0,0.525,0.546,-0.429,11,13,12
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,2,6,0,0.333,Steiner,bei,Wolle,0.286,0.143,0.4,0.4,0.3,0.236,0.143,11,13,12
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,2,7,0,0.417,Steiner,der,bis,0.286,0.143,0.375,0.384,0.275,0.23,0.143,11,13,12
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,2,8,0,0.5,Steiner,Wahl,er,0.0,0.286,0.15,0.0,0.35,0.364,-0.286,11,13,12
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,2,9,0,0.583,Steiner,besser,abgeschnitten,0.429,0.231,0.425,0.423,0.287,0.297,0.198,11,13,12
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,2,10,0,0.667,Steiner,abgeschnitten,aus,0.231,0.0,0.262,0.273,0.1,0.0,0.231,11,13,12
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,2,11,0,0.75,Steiner,als,erwartet.,0.0,0.125,0.075,0.0,0.163,0.167,-0.125,11,13,12
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,2,12,0,0.833,Steiner,erwartet.,,0.125,0.0,0.138,0.143,0.05,0.0,0.125,11,13,12
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,3,0,0,0.25,schnitt,Besonders,Besonders,0.111,0.111,0.303,0.193,0.303,0.193,0.0,11,13,12
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,3,1,0,0.167,schnitt,till,Ziel,0.143,0.143,0.35,0.244,0.35,0.244,0.0,11,13,12
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,3,2,0,0.083,schnitt,wie,wird,0.143,0.143,0.375,0.247,0.375,0.247,0.0,11,13,12
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,3,3,1,0.0,schnitt,ein,"Steiner,",0.143,0.143,0.4,0.25,0.4,0.25,0.0,11,13,12
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,3,4,0,0.083,schnitt,Schneiner,hat,0.556,0.286,0.664,0.692,0.475,0.436,0.27,11,13,12
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,3,5,0,0.167,schnitt,hat,wieder,0.286,0.0,0.45,0.426,0.25,0.0,0.286,11,13,12
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,3,6,0,0.25,schnitt,bei,Wolle,0.143,0.0,0.325,0.24,0.225,0.0,0.143,11,13,12
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,3,7,0,0.333,schnitt,der,bis,0.0,0.143,0.2,0.0,0.3,0.236,-0.143,11,13,12
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,3,8,0,0.417,schnitt,Wahl,er,0.143,0.0,0.275,0.23,0.175,0.0,0.143,11,13,12
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,3,9,0,0.5,schnitt,besser,abgeschnitten,0.0,0.538,0.15,0.0,0.527,0.518,-0.538,11,13,12
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,3,10,0,0.583,schnitt,abgeschnitten,aus,0.538,0.0,0.502,0.47,0.125,0.0,0.538,11,13,12
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,3,11,0,0.667,schnitt,als,erwartet.,0.0,0.25,0.1,0.0,0.275,0.286,-0.25,11,13,12
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,3,12,0,0.75,schnitt,erwartet.,,0.25,0.0,0.25,0.25,0.075,0.0,0.25,11,13,12
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,4,0,0,0.333,bei,Besonders,Besonders,0.222,0.222,0.356,0.333,0.356,0.333,0.0,11,13,12
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,4,1,0,0.25,bei,till,Ziel,0.0,0.25,0.225,0.0,0.4,0.375,-0.25,11,13,12
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,4,2,0,0.167,bei,wie,wird,0.0,0.0,0.25,0.0,0.25,0.0,0.0,11,13,12
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,4,3,0,0.083,bei,ein,"Steiner,",0.333,0.286,0.508,0.489,0.475,0.436,0.047,11,13,12
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,4,4,1,0.0,bei,Schneiner,hat,0.222,0.0,0.455,0.363,0.3,0.0,0.222,11,13,12
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,4,5,0,0.083,bei,hat,wieder,0.0,0.167,0.275,0.0,0.392,0.283,-0.167,11,13,12
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,4,6,0,0.167,bei,bei,Wolle,1.0,0.0,0.95,0.909,0.25,0.0,1.0,11,13,12
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,4,7,0,0.25,bei,der,bis,0.333,0.333,0.458,0.461,0.458,0.461,0.0,11,13,12
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,4,8,0,0.333,bei,Wahl,er,0.0,0.333,0.2,0.0,0.433,0.444,-0.333,11,13,12
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,4,9,0,0.417,bei,besser,abgeschnitten,0.333,0.231,0.408,0.424,0.337,0.331,0.102,11,13,12
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,4,10,0,0.5,bei,abgeschnitten,aus,0.231,0.0,0.312,0.316,0.15,0.0,0.231,11,13,12
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,4,11,0,0.583,bei,als,erwartet.,0.0,0.125,0.125,0.0,0.213,0.192,-0.125,11,13,12
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,4,12,0,0.667,bei,erwartet.,,0.125,0.0,0.187,0.182,0.1,0.0,0.125,11,13,12
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,5,0,0,0.417,den,Besonders,Besonders,0.222,0.222,0.33,0.322,0.33,0.322,0.0,11,13,12
clips\f877ee50-af2b-423b-bdda-0cc406032c45\5cb15d861642d3e3821414c473bc95f98257b394d31e7e70ae82b90578cbe135.flac,5,1,0,0.333,den,till,Ziel,0.0,0.25,0.2,0.0,0.375,0.364,-0.25,11,13,12
