clip_id,word_index,src_word,dat_at_pos,dit_at_pos,dat_possibility,dit_possibility,dat_advantage,is_discrepancy,src_len,dat_len,dit_len,dat_len_ratio,dit_len_ratio
clips\0d7bacea-1a75-4c14-b580-40d5b98663b6\513301266fddc31f262df59ed6752d2806d7fadaa5794fceef5baf8c8813c272.flac,5,und,R,Stereite,0.0,0.0,0.0,0,7,8,6,1.143,0.857
clips\0d7bacea-1a75-4c14-b580-40d5b98663b6\513301266fddc31f262df59ed6752d2806d7fadaa5794fceef5baf8c8813c272.flac,6,glaubwürdig.,da,,0.0,0.0,0.0,0,7,8,6,1.143,0.857
clips\70a5c408-15e7-4c4d-b1f1-eef3d343939e\6d8c803c45f2191727c33a62b32d00e5e2e9cce0bdf139e0091b5494a7d67820.flac,0,Die,Den,Dann,0.0,0.0,0.0,0,6,5,6,0.833,1.0
clips\70a5c408-15e7-4c4d-b1f1-eef3d343939e\6d8c803c45f2191727c33a62b32d00e5e2e9cce0bdf139e0091b5494a7d67820.flac,1,Enttäuschung,Tüschik,du,0.0,0.0,0.0,0,6,5,6,0.833,1.0
clips\70a5c408-15e7-4c4d-b1f1-eef3d343939e\6d8c803c45f2191727c33a62b32d00e5e2e9cce0bdf139e0091b5494a7d67820.flac,2,des,von,schräpersonal,0.0,0.0,0.0,0,6,5,6,0.833,1.0
clips\70a5c408-15e7-4c4d-b1f1-eef3d343939e\6d8c803c45f2191727c33a62b32d00e5e2e9cce0bdf139e0091b5494a7d67820.flac,3,Jungen,Boa,haben,0.0,0.0,0.0,0,6,5,6,0.833,1.0
clips\70a5c408-15e7-4c4d-b1f1-eef3d343939e\6d8c803c45f2191727c33a62b32d00e5e2e9cce0bdf139e0091b5494a7d67820.flac,4,ist,Bischariisik,wir,0.0,0.0,0.0,0,6,5,6,0.833,1.0
clips\70a5c408-15e7-4c4d-b1f1-eef3d343939e\6d8c803c45f2191727c33a62b32d00e5e2e9cce0bdf139e0091b5494a7d67820.flac,5,riesig.,,hábersüber.,0.0,0.0,0.0,0,6,5,6,0.833,1.0
clips\f975c67c-35a5-4cac-8195-51f456b59edc\3d0177437ab1c8fd14c9fb24556541d7e140adc5bb0306e7587ba37301f4d5e2.flac,0,Das,Das,Das,1.0,1.0,0.0,0,7,7,9,1.0,1.286
clips\f975c67c-35a5-4cac-8195-51f456b59edc\3d0177437ab1c8fd14c9fb24556541d7e140adc5bb0306e7587ba37301f4d5e2.flac,1,sei,geht,ist,0.0,0.0,0.0,0,7,7,9,1.0,1.286
clips\f975c67c-35a5-4cac-8195-51f456b59edc\3d0177437ab1c8fd14c9fb24556541d7e140adc5bb0306e7587ba37301f4d5e2.flac,2,etwa,dadurch,nicht,0.0,0.0,0.0,0,7,7,9,1.0,1.286
clips\f975c67c-35a5-4cac-8195-51f456b59edc\3d0177437ab1c8fd14c9fb24556541d7e140adc5bb0306e7587ba37301f4d5e2.flac,3,durch,gefällt,bei,0.0,0.0,0.0,0,7,7,9,1.0,1.286
clips\f975c67c-35a5-4cac-8195-51f456b59edc\3d0177437ab1c8fd14c9fb24556541d7e140adc5bb0306e7587ba37301f4d5e2.flac,4,gefälschte,die,zwei,0.0,0.0,0.0,0,7,7,9,1.0,1.286
clips\f975c67c-35a5-4cac-8195-51f456b59edc\3d0177437ab1c8fd14c9fb24556541d7e140adc5bb0306e7587ba37301f4d5e2.flac,5,Rechnungen,Rechnung,Fels,0.0,0.0,0.0,0,7,7,9,1.0,1.286
clips\f975c67c-35a5-4cac-8195-51f456b59edc\3d0177437ab1c8fd14c9fb24556541d7e140adc5bb0306e7587ba37301f4d5e2.flac,6,geschehen.,eingeschrieben.,die,0.0,0.0,0.0,0,7,7,9,1.0,1.286
clips\865f69a7-acb2-4604-a356-cdad6517606c\f1f8d4f391741636693d476dc4a1a414178dd50ef3e921976dc1b1bbcc2a3542.flac,0,Es,Punkt,clearing,0.0,0.0,0.0,0,7,9,4,1.286,0.571
clips\865f69a7-acb2-4604-a356-cdad6517606c\f1f8d4f391741636693d476dc4a1a414178dd50ef3e921976dc1b1bbcc2a3542.flac,1,gibt,inches,der,0.0,0.0,0.0,0,7,9,4,1.286,0.571
clips\865f69a7-acb2-4604-a356-cdad6517606c\f1f8d4f391741636693d476dc4a1a414178dd50ef3e921976dc1b1bbcc2a3542.flac,2,weniger,tot,ethnischen,0.0,0.0,0.0,0,7,9,4,1.286,0.571
clips\865f69a7-acb2-4604-a356-cdad6517606c\f1f8d4f391741636693d476dc4a1a414178dd50ef3e921976dc1b1bbcc2a3542.flac,3,Todesopfer,ist,Netze.,0.0,0.0,0.0,0,7,9,4,1.286,0.571
clips\865f69a7-acb2-4604-a356-cdad6517606c\f1f8d4f391741636693d476dc4a1a414178dd50ef3e921976dc1b1bbcc2a3542.flac,4,und,für,,0.0,0.0,0.0,0,7,9,4,1.286,0.571
clips\865f69a7-acb2-4604-a356-cdad6517606c\f1f8d4f391741636693d476dc4a1a414178dd50ef3e921976dc1b1bbcc2a3542.flac,5,weniger,ein,,0.0,0.0,0.0,0,7,9,4,1.286,0.571
clips\865f69a7-acb2-4604-a356-cdad6517606c\f1f8d4f391741636693d476dc4a1a414178dd50ef3e921976dc1b1bbcc2a3542.flac,6,Schwerverletzte.,pessiger,,0.0,0.0,0.0,0,7,9,4,1.286,0.571
clips\3ce6b6dc-6c03-48c1-83bd-024bbecfaf9a\b272c7b5ab8911b2f83c168357a4b22abb5ccc6b7fba81448b097a9f6a25f2f4.flac,0,Auch,Auch,Aber,1.0,0.0,1.0,1,8,9,9,1.125,1.125
clips\3ce6b6dc-6c03-48c1-83bd-024bbecfaf9a\b272c7b5ab8911b2f83c168357a4b22abb5ccc6b7fba81448b097a9f6a25f2f4.flac,1,er,er,er,1.0,1.0,0.0,0,8,9,9,1.125,1.125
clips\3ce6b6dc-6c03-48c1-83bd-024bbecfaf9a\b272c7b5ab8911b2f83c168357a4b22abb5ccc6b7fba81448b097a9f6a25f2f4.flac,2,räumte,hat,hat,0.0,0.0,0.0,0,8,9,9,1.125,1.125
clips\3ce6b6dc-6c03-48c1-83bd-024bbecfaf9a\b272c7b5ab8911b2f83c168357a4b22abb5ccc6b7fba81448b097a9f6a25f2f4.flac,3,gewisse,glüssige,gewisse,0.0,1.0,-1.0,1,8,9,9,1.125,1.125
clips\3ce6b6dc-6c03-48c1-83bd-024bbecfaf9a\b272c7b5ab8911b2f83c168357a4b22abb5ccc6b7fba81448b097a9f6a25f2f4.flac,4,Schwierigkeiten,Wirkel,Schwierigkeit,0.0,0.0,0.0,0,8,9,9,1.125,1.125
clips\3ce6b6dc-6c03-48c1-83bd-024bbecfaf9a\b272c7b5ab8911b2f83c168357a4b22abb5ccc6b7fba81448b097a9f6a25f2f4.flac,5,im,im,dem,1.0,0.0,1.0,1,8,9,9,1.125,1.125
clips\3ce6b6dc-6c03-48c1-83bd-024bbecfaf9a\b272c7b5ab8911b2f83c168357a4b22abb5ccc6b7fba81448b097a9f6a25f2f4.flac,6,Vorfeld,Vorfall,Vorfeld,0.0,1.0,-1.0,1,8,9,9,1.125,1.125
clips\3ce6b6dc-6c03-48c1-83bd-024bbecfaf9a\b272c7b5ab8911b2f83c168357a4b22abb5ccc6b7fba81448b097a9f6a25f2f4.flac,7,ein.,die,i,0.0,0.0,0.0,0,8,9,9,1.125,1.125
clips\68931ace-d879-48a2-b92b-0630ff454bdf\ab1159f4cf9c8462e0059f73749abebbb8b8cea3e997c42dd5a9fc5e74840107.flac,0,Erhalten,Erhalte,Erhalte,0.0,0.0,0.0,0,8,7,8,0.875,1.0
clips\68931ace-d879-48a2-b92b-0630ff454bdf\ab1159f4cf9c8462e0059f73749abebbb8b8cea3e997c42dd5a9fc5e74840107.flac,1,geblieben,blivirst,blieb,0.0,0.0,0.0,0,8,7,8,0.875,1.0
clips\68931ace-d879-48a2-b92b-0630ff454bdf\ab1159f4cf9c8462e0059f73749abebbb8b8cea3e997c42dd5a9fc5e74840107.flac,2,ist,hier,auf,0.0,0.0,0.0,0,8,7,8,0.875,1.0
clips\68931ace-d879-48a2-b92b-0630ff454bdf\ab1159f4cf9c8462e0059f73749abebbb8b8cea3e997c42dd5a9fc5e74840107.flac,3,das,jedoch,"Stier,",0.0,0.0,0.0,0,8,7,8,0.875,1.0
clips\68931ace-d879-48a2-b92b-0630ff454bdf\ab1159f4cf9c8462e0059f73749abebbb8b8cea3e997c42dd5a9fc5e74840107.flac,4,Tier,nicht,jedoch,0.0,0.0,0.0,0,8,7,8,0.875,1.0
clips\68931ace-d879-48a2-b92b-0630ff454bdf\ab1159f4cf9c8462e0059f73749abebbb8b8cea3e997c42dd5a9fc5e74840107.flac,5,jedoch,hier,nicht,0.0,0.0,0.0,0,8,7,8,0.875,1.0
clips\68931ace-d879-48a2-b92b-0630ff454bdf\ab1159f4cf9c8462e0059f73749abebbb8b8cea3e997c42dd5a9fc5e74840107.flac,6,in,oben.,die,0.0,0.0,0.0,0,8,7,8,0.875,1.0
clips\68931ace-d879-48a2-b92b-0630ff454bdf\ab1159f4cf9c8462e0059f73749abebbb8b8cea3e997c42dd5a9fc5e74840107.flac,7,Tirol.,,Rolle.,0.0,0.0,0.0,0,8,7,8,0.875,1.0
clips\7c882fa4-86f6-4986-b211-295a09265deb\c471fae12c81cdcf8436b6b35b2bc0a26e9dac4f2a7e11fe4601adf8d3fe7899.flac,0,TV-Duelle,TVDL,Toeth,0.0,0.0,0.0,0,6,8,10,1.333,1.667
clips\7c882fa4-86f6-4986-b211-295a09265deb\c471fae12c81cdcf8436b6b35b2bc0a26e9dac4f2a7e11fe4601adf8d3fe7899.flac,1,haben,haben,überall,1.0,0.0,1.0,1,6,8,10,1.333,1.667
clips\7c882fa4-86f6-4986-b211-295a09265deb\c471fae12c81cdcf8436b6b35b2bc0a26e9dac4f2a7e11fe4601adf8d3fe7899.flac,2,bei,befranklichs,und,0.0,0.0,0.0,0,6,8,10,1.333,1.667
clips\7c882fa4-86f6-4986-b211-295a09265deb\c471fae12c81cdcf8436b6b35b2bc0a26e9dac4f2a7e11fe4601adf8d3fe7899.flac,3,Frankreichs,Präsidenten,befruit,0.0,0.0,0.0,0,6,8,10,1.333,1.667
clips\7c882fa4-86f6-4986-b211-295a09265deb\c471fae12c81cdcf8436b6b35b2bc0a26e9dac4f2a7e11fe4601adf8d3fe7899.flac,4,Präsidentschaftswahlen,geschafft,deeplyан!),0.0,0.0,0.0,0,6,8,10,1.333,1.667
clips\7c882fa4-86f6-4986-b211-295a09265deb\c471fae12c81cdcf8436b6b35b2bc0a26e9dac4f2a7e11fe4601adf8d3fe7899.flac,5,Tradition.,zwar,sending,0.0,0.0,0.0,0,6,8,10,1.333,1.667
clips\c4c03e6f-50a2-4d24-ae88-caf3032798fa\b47176cf3127320d019ca7590a95df72cb225aa00ce66521ca7d9e1cdf786174.flac,0,Dazu,Dazu,Das,1.0,0.0,1.0,1,11,11,10,1.0,0.909
clips\c4c03e6f-50a2-4d24-ae88-caf3032798fa\b47176cf3127320d019ca7590a95df72cb225aa00ce66521ca7d9e1cdf786174.flac,1,sind,sind,war,1.0,0.0,1.0,1,11,11,10,1.0,0.909
clips\c4c03e6f-50a2-4d24-ae88-caf3032798fa\b47176cf3127320d019ca7590a95df72cb225aa00ce66521ca7d9e1cdf786174.flac,2,wir,wir,immer,1.0,0.0,1.0,1,11,11,10,1.0,0.909
clips\c4c03e6f-50a2-4d24-ae88-caf3032798fa\b47176cf3127320d019ca7590a95df72cb225aa00ce66521ca7d9e1cdf786174.flac,3,bereits,bereit,bereits,0.0,1.0,-1.0,1,11,11,10,1.0,0.909
clips\c4c03e6f-50a2-4d24-ae88-caf3032798fa\b47176cf3127320d019ca7590a95df72cb225aa00ce66521ca7d9e1cdf786174.flac,4,mit,mit,mit,1.0,1.0,0.0,0,11,11,10,1.0,0.909
clips\c4c03e6f-50a2-4d24-ae88-caf3032798fa\b47176cf3127320d019ca7590a95df72cb225aa00ce66521ca7d9e1cdf786174.flac,5,verschiedenen,verschiedenen,verschiedenen,1.0,1.0,0.0,0,11,11,10,1.0,0.909
clips\c4c03e6f-50a2-4d24-ae88-caf3032798fa\b47176cf3127320d019ca7590a95df72cb225aa00ce66521ca7d9e1cdf786174.flac,6,Unternehmen,Unternehmen,Unternehmer,1.0,0.0,1.0,1,11,11,10,1.0,0.909
clips\c4c03e6f-50a2-4d24-ae88-caf3032798fa\b47176cf3127320d019ca7590a95df72cb225aa00ce66521ca7d9e1cdf786174.flac,7,und,und,und,1.0,1.0,0.0,0,11,11,10,1.0,0.909
clips\c4c03e6f-50a2-4d24-ae88-caf3032798fa\b47176cf3127320d019ca7590a95df72cb225aa00ce66521ca7d9e1cdf786174.flac,8,Stiftungen,Stiftungen,stiftige,1.0,0.0,1.0,1,11,11,10,1.0,0.909
clips\c4c03e6f-50a2-4d24-ae88-caf3032798fa\b47176cf3127320d019ca7590a95df72cb225aa00ce66521ca7d9e1cdf786174.flac,9,im,im,Impfspröch.,1.0,0.0,1.0,1,11,11,10,1.0,0.909
clips\c4c03e6f-50a2-4d24-ae88-caf3032798fa\b47176cf3127320d019ca7590a95df72cb225aa00ce66521ca7d9e1cdf786174.flac,10,Gespräch.,Gespräch.,,1.0,0.0,1.0,1,11,11,10,1.0,0.909
clips\0f19ca1d-11fe-4822-83e9-4d0f7bcce0cd\9544a4dfae8b4b9211550a5cd9cfb64ea2e22b4720ed0a33c665abcb4539a4b0.flac,0,Gegen,Die,Ge,0.0,0.0,0.0,0,7,5,2,0.714,0.286
clips\0f19ca1d-11fe-4822-83e9-4d0f7bcce0cd\9544a4dfae8b4b9211550a5cd9cfb64ea2e22b4720ed0a33c665abcb4539a4b0.flac,1,die,Schwitzerwarden,OMG!,0.0,0.0,0.0,0,7,5,2,0.714,0.286
clips\0f19ca1d-11fe-4822-83e9-4d0f7bcce0cd\9544a4dfae8b4b9211550a5cd9cfb64ea2e22b4720ed0a33c665abcb4539a4b0.flac,2,Schweizer,sind,,0.0,0.0,0.0,0,7,5,2,0.714,0.286
clips\0f19ca1d-11fe-4822-83e9-4d0f7bcce0cd\9544a4dfae8b4b9211550a5cd9cfb64ea2e22b4720ed0a33c665abcb4539a4b0.flac,3,Fahrenden,dieículumst이스,,0.0,0.0,0.0,0,7,5,2,0.714,0.286
clips\0f19ca1d-11fe-4822-83e9-4d0f7bcce0cd\9544a4dfae8b4b9211550a5cd9cfb64ea2e22b4720ed0a33c665abcb4539a4b0.flac,4,wurde,usw.,,0.0,0.0,0.0,0,7,5,2,0.714,0.286
clips\0f19ca1d-11fe-4822-83e9-4d0f7bcce0cd\9544a4dfae8b4b9211550a5cd9cfb64ea2e22b4720ed0a33c665abcb4539a4b0.flac,5,Strafanzeige,,,0.0,0.0,0.0,0,7,5,2,0.714,0.286
clips\0f19ca1d-11fe-4822-83e9-4d0f7bcce0cd\9544a4dfae8b4b9211550a5cd9cfb64ea2e22b4720ed0a33c665abcb4539a4b0.flac,6,eingereicht.,,,0.0,0.0,0.0,0,7,5,2,0.714,0.286
clips\6427c123-f701-438f-8d2b-e97ced2fc970\ae5c119e1cb5f7c5ff67a9197cc32fa6bbca6df737b515f7c7a063483a1134f1.flac,0,Ausserdem,Usse,User,0.0,0.0,0.0,0,10,12,10,1.2,1.0
clips\6427c123-f701-438f-8d2b-e97ced2fc970\ae5c119e1cb5f7c5ff67a9197cc32fa6bbca6df737b515f7c7a063483a1134f1.flac,1,müsste,dem,empfüsst,0.0,0.0,0.0,0,10,12,10,1.2,1.0
clips\6427c123-f701-438f-8d2b-e97ced2fc970\ae5c119e1cb5f7c5ff67a9197cc32fa6bbca6df737b515f7c7a063483a1134f1.flac,2,man,müß,mir,0.0,0.0,0.0,0,10,12,10,1.2,1.0
clips\6427c123-f701-438f-8d2b-e97ced2fc970\ae5c119e1cb5f7c5ff67a9197cc32fa6bbca6df737b515f7c7a063483a1134f1.flac,3,die,mit,die,0.0,1.0,-1.0,1,10,12,10,1.2,1.0
clips\6427c123-f701-438f-8d2b-e97ced2fc970\ae5c119e1cb5f7c5ff67a9197cc32fa6bbca6df737b515f7c7a063483a1134f1.flac,4,Belohnungen,die,Balonika,0.0,0.0,0.0,0,10,12,10,1.2,1.0
clips\6427c123-f701-438f-8d2b-e97ced2fc970\ae5c119e1cb5f7c5ff67a9197cc32fa6bbca6df737b515f7c7a063483a1134f1.flac,5,über,Ballonige,über,0.0,1.0,-1.0,1,10,12,10,1.2,1.0
clips\6427c123-f701-438f-8d2b-e97ced2fc970\ae5c119e1cb5f7c5ff67a9197cc32fa6bbca6df737b515f7c7a063483a1134f1.flac,6,eine,über,den,0.0,0.0,0.0,0,10,12,10,1.2,1.0
clips\6427c123-f701-438f-8d2b-e97ced2fc970\ae5c119e1cb5f7c5ff67a9197cc32fa6bbca6df737b515f7c7a063483a1134f1.flac,7,längere,den,längere,0.0,1.0,-1.0,1,10,12,10,1.2,1.0
clips\6427c123-f701-438f-8d2b-e97ced2fc970\ae5c119e1cb5f7c5ff67a9197cc32fa6bbca6df737b515f7c7a063483a1134f1.flac,8,Zeit,längere,Zitrum,0.0,0.0,0.0,0,10,12,10,1.2,1.0
clips\6427c123-f701-438f-8d2b-e97ced2fc970\ae5c119e1cb5f7c5ff67a9197cc32fa6bbca6df737b515f7c7a063483a1134f1.flac,9,ausweiten.,Tee,Useriehe.,0.0,0.0,0.0,0,10,12,10,1.2,1.0
clips\3ce6b6dc-6c03-48c1-83bd-024bbecfaf9a\d38f609637ff32e8719afe777f6310ba52b8547728e88d7d76b662d825358092.flac,0,Ich,Ich,Ichgoram,1.0,0.0,1.0,1,6,8,9,1.333,1.5
clips\3ce6b6dc-6c03-48c1-83bd-024bbecfaf9a\d38f609637ff32e8719afe777f6310ba52b8547728e88d7d76b662d825358092.flac,1,habe,kann,ihr,0.0,0.0,0.0,0,6,8,9,1.333,1.5
clips\3ce6b6dc-6c03-48c1-83bd-024bbecfaf9a\d38f609637ff32e8719afe777f6310ba52b8547728e88d7d76b662d825358092.flac,2,mich,mich,Our,1.0,0.0,1.0,1,6,8,9,1.333,1.5
clips\3ce6b6dc-6c03-48c1-83bd-024bbecfaf9a\d38f609637ff32e8719afe777f6310ba52b8547728e88d7d76b662d825358092.flac,3,auch,auch,injury,1.0,0.0,1.0,1,6,8,9,1.333,1.5
clips\3ce6b6dc-6c03-48c1-83bd-024bbecfaf9a\d38f609637ff32e8719afe777f6310ba52b8547728e88d7d76b662d825358092.flac,4,entsprechend,entsprechen,drehe,0.0,0.0,0.0,0,6,8,9,1.333,1.5
clips\3ce6b6dc-6c03-48c1-83bd-024bbecfaf9a\d38f609637ff32e8719afe777f6310ba52b8547728e88d7d76b662d825358092.flac,5,geärgert.,und,soon,0.0,0.0,0.0,0,6,8,9,1.333,1.5
clips\c81c27c4-3e50-4b38-827e-2fc2bf899dc7\cd342908bd64f10b6501ee26c5889d6be4c0b74393baf220974311d1d1573fa9.flac,0,Im,Viel,1,0.0,0.0,0.0,0,7,8,4,1.143,0.571
clips\c81c27c4-3e50-4b38-827e-2fc2bf899dc7\cd342908bd64f10b6501ee26c5889d6be4c0b74393baf220974311d1d1573fa9.flac,1,ersten,zu,hour,0.0,0.0,0.0,0,7,8,4,1.143,0.571
clips\c81c27c4-3e50-4b38-827e-2fc2bf899dc7\cd342908bd64f10b6501ee26c5889d6be4c0b74393baf220974311d1d1573fa9.flac,2,Moment,"Expectung,",cinco.,0.0,0.0,0.0,0,7,8,4,1.143,0.571
clips\c81c27c4-3e50-4b38-827e-2fc2bf899dc7\cd342908bd64f10b6501ee26c5889d6be4c0b74393baf220974311d1d1573fa9.flac,3,war,wieyer,1-8.,0.0,0.0,0.0,0,7,8,4,1.143,0.571
clips\c81c27c4-3e50-4b38-827e-2fc2bf899dc7\cd342908bd64f10b6501ee26c5889d6be4c0b74393baf220974311d1d1573fa9.flac,4,ich,zu,,0.0,0.0,0.0,0,7,8,4,1.143,0.571
clips\c81c27c4-3e50-4b38-827e-2fc2bf899dc7\cd342908bd64f10b6501ee26c5889d6be4c0b74393baf220974311d1d1573fa9.flac,5,echt,Bardzo,,0.0,0.0,0.0,0,7,8,4,1.143,0.571
clips\c81c27c4-3e50-4b38-827e-2fc2bf899dc7\cd342908bd64f10b6501ee26c5889d6be4c0b74393baf220974311d1d1573fa9.flac,6,geschockt.,allergies,,0.0,0.0,0.0,0,7,8,4,1.143,0.571
clips\00fafc97-bf8b-4f35-ae97-b22e83e150f2\7056272783e073c9425a27abb11ca32f4bad63012cca25b8fea4aa7c1c5b338c.flac,0,Den,Der,Da,0.0,0.0,0.0,0,9,8,9,0.889,1.0
clips\00fafc97-bf8b-4f35-ae97-b22e83e150f2\7056272783e073c9425a27abb11ca32f4bad63012cca25b8fea4aa7c1c5b338c.flac,1,Lunch,Lohn,lohnt,0.0,0.0,0.0,0,9,8,9,0.889,1.0
clips\00fafc97-bf8b-4f35-ae97-b22e83e150f2\7056272783e073c9425a27abb11ca32f4bad63012cca25b8fea4aa7c1c5b338c.flac,2,bringt,schnimmt,es,0.0,0.0,0.0,0,9,8,9,0.889,1.0
clips\00fafc97-bf8b-4f35-ae97-b22e83e150f2\7056272783e073c9425a27abb11ca32f4bad63012cca25b8fea4aa7c1c5b338c.flac,3,sie,sie,nehmt,1.0,0.0,1.0,1,9,8,9,0.889,1.0
clips\00fafc97-bf8b-4f35-ae97-b22e83e150f2\7056272783e073c9425a27abb11ca32f4bad63012cca25b8fea4aa7c1c5b338c.flac,4,ohnehin,sowieso,sie,0.0,0.0,0.0,0,9,8,9,0.889,1.0
clips\00fafc97-bf8b-4f35-ae97-b22e83e150f2\7056272783e073c9425a27abb11ca32f4bad63012cca25b8fea4aa7c1c5b338c.flac,5,von,vor,sowieso,0.0,0.0,0.0,0,9,8,9,0.889,1.0
clips\00fafc97-bf8b-4f35-ae97-b22e83e150f2\7056272783e073c9425a27abb11ca32f4bad63012cca25b8fea4aa7c1c5b338c.flac,6,zu,die,vor,0.0,0.0,0.0,0,9,8,9,0.889,1.0
clips\00fafc97-bf8b-4f35-ae97-b22e83e150f2\7056272783e073c9425a27abb11ca32f4bad63012cca25b8fea4aa7c1c5b338c.flac,7,Hause,Heimat.,die,0.0,0.0,0.0,0,9,8,9,0.889,1.0
clips\00fafc97-bf8b-4f35-ae97-b22e83e150f2\7056272783e073c9425a27abb11ca32f4bad63012cca25b8fea4aa7c1c5b338c.flac,8,mit.,,Heimint.,0.0,0.0,0.0,0,9,8,9,0.889,1.0
clips\865f69a7-acb2-4604-a356-cdad6517606c\f18727efaf55b34827b922dbe9d39b22ba5e269c20d7c67d6b24eefa226f0953.flac,0,Wer,וב,Wer,0.0,1.0,-1.0,1,6,5,6,0.833,1.0
clips\865f69a7-acb2-4604-a356-cdad6517606c\f18727efaf55b34827b922dbe9d39b22ba5e269c20d7c67d6b24eefa226f0953.flac,1,studiert,fertiggehre,sich,0.0,0.0,0.0,0,6,5,6,0.833,1.0
clips\865f69a7-acb2-4604-a356-cdad6517606c\f18727efaf55b34827b922dbe9d39b22ba5e269c20d7c67d6b24eefa226f0953.flac,2,aber,per,die,0.0,0.0,0.0,0,6,5,6,0.833,1.0
clips\865f69a7-acb2-4604-a356-cdad6517606c\f18727efaf55b34827b922dbe9d39b22ba5e269c20d7c67d6b24eefa226f0953.flac,3,auch,Hause,Git'er,0.0,0.0,0.0,0,6,5,6,0.833,1.0
clips\865f69a7-acb2-4604-a356-cdad6517606c\f18727efaf55b34827b922dbe9d39b22ba5e269c20d7c67d6b24eefa226f0953.flac,4,so,comunplace,proerún,0.0,0.0,0.0,0,6,5,6,0.833,1.0
clips\865f69a7-acb2-4604-a356-cdad6517606c\f18727efaf55b34827b922dbe9d39b22ba5e269c20d7c67d6b24eefa226f0953.flac,5,etwas!,,will?,0.0,0.0,0.0,0,6,5,6,0.833,1.0
clips\f975c67c-35a5-4cac-8195-51f456b59edc\422e62ca6a6dde3c5090e762faafcdc5952de8f9e28974b457d28aa0d63f9893.flac,0,GC,Jetzt,Jetzt,0.0,0.0,0.0,0,9,9,11,1.0,1.222
clips\f975c67c-35a5-4cac-8195-51f456b59edc\422e62ca6a6dde3c5090e762faafcdc5952de8f9e28974b457d28aa0d63f9893.flac,1,kann,kann,will,1.0,0.0,1.0,1,9,9,11,1.0,1.222
clips\f975c67c-35a5-4cac-8195-51f456b59edc\422e62ca6a6dde3c5090e762faafcdc5952de8f9e28974b457d28aa0d63f9893.flac,2,mit,mit,es,1.0,0.0,1.0,1,9,9,11,1.0,1.222
clips\f975c67c-35a5-4cac-8195-51f456b59edc\422e62ca6a6dde3c5090e762faafcdc5952de8f9e28974b457d28aa0d63f9893.flac,3,diesem,dem,mit,0.0,0.0,0.0,0,9,9,11,1.0,1.222
clips\f975c67c-35a5-4cac-8195-51f456b59edc\422e62ca6a6dde3c5090e762faafcdc5952de8f9e28974b457d28aa0d63f9893.flac,4,Trainer,Brenner,dem,0.0,0.0,0.0,0,9,9,11,1.0,1.222
clips\f975c67c-35a5-4cac-8195-51f456b59edc\422e62ca6a6dde3c5090e762faafcdc5952de8f9e28974b457d28aa0d63f9893.flac,5,eine,eine,"Wind,",1.0,0.0,1.0,1,9,9,11,1.0,1.222
clips\f975c67c-35a5-4cac-8195-51f456b59edc\422e62ca6a6dde3c5090e762faafcdc5952de8f9e28974b457d28aa0d63f9893.flac,6,schöne,schöne,eine,1.0,0.0,1.0,1,9,9,11,1.0,1.222
clips\f975c67c-35a5-4cac-8195-51f456b59edc\422e62ca6a6dde3c5090e762faafcdc5952de8f9e28974b457d28aa0d63f9893.flac,7,Zukunft,Zukunft,Sony,1.0,0.0,1.0,1,9,9,11,1.0,1.222
clips\f975c67c-35a5-4cac-8195-51f456b59edc\422e62ca6a6dde3c5090e762faafcdc5952de8f9e28974b457d28aa0d63f9893.flac,8,haben.,haben.,zu,1.0,0.0,1.0,1,9,9,11,1.0,1.222
clips\865f69a7-acb2-4604-a356-cdad6517606c\f3562efa6e3872b888f02436cd8504551917d022bb30572e8391a248b63d8ed5.flac,0,Auch,benötig,Ambata,0.0,0.0,0.0,0,8,2,4,0.25,0.5
clips\865f69a7-acb2-4604-a356-cdad6517606c\f3562efa6e3872b888f02436cd8504551917d022bb30572e8391a248b63d8ed5.flac,1,wenn,Savor,of,0.0,0.0,0.0,0,8,2,4,0.25,0.5
clips\865f69a7-acb2-4604-a356-cdad6517606c\f3562efa6e3872b888f02436cd8504551917d022bb30572e8391a248b63d8ed5.flac,2,die,,only,0.0,0.0,0.0,0,8,2,4,0.25,0.5
clips\865f69a7-acb2-4604-a356-cdad6517606c\f3562efa6e3872b888f02436cd8504551917d022bb30572e8391a248b63d8ed5.flac,3,Sache,,Sprener.,0.0,0.0,0.0,0,8,2,4,0.25,0.5
clips\865f69a7-acb2-4604-a356-cdad6517606c\f3562efa6e3872b888f02436cd8504551917d022bb30572e8391a248b63d8ed5.flac,4,schon,,,0.0,0.0,0.0,0,8,2,4,0.25,0.5
clips\865f69a7-acb2-4604-a356-cdad6517606c\f3562efa6e3872b888f02436cd8504551917d022bb30572e8391a248b63d8ed5.flac,5,sehr,,,0.0,0.0,0.0,0,8,2,4,0.25,0.5
clips\865f69a7-acb2-4604-a356-cdad6517606c\f3562efa6e3872b888f02436cd8504551917d022bb30572e8391a248b63d8ed5.flac,6,kurios,,,0.0,0.0,0.0,0,8,2,4,0.25,0.5
clips\865f69a7-acb2-4604-a356-cdad6517606c\f3562efa6e3872b888f02436cd8504551917d022bb30572e8391a248b63d8ed5.flac,7,sei.,,,0.0,0.0,0.0,0,8,2,4,0.25,0.5
